datetime,Load_kW
2015-04-02 11:15:00,3.7602
2015-04-02 11:30:00,0.5610666666666667
2015-04-02 11:45:00,0.7362000000000001
2015-04-02 12:00:00,0.5349333333333333
2015-04-02 12:15:00,0.6018
2015-04-02 12:30:00,0.5392666666666667
2015-04-02 12:45:00,0.2907333333333333
2015-04-02 13:00:00,0.2748
2015-04-02 13:15:00,0.3176666666666667
2015-04-02 13:30:00,0.2800666666666667
2015-04-02 13:45:00,0.1234
2015-04-02 14:00:00,0.1688
2015-04-02 14:15:00,0.1290666666666666
2015-04-02 14:30:00,0.1626
2015-04-02 14:45:00,0.2184666666666666
2015-04-02 15:00:00,0.1611999999999999
2015-04-02 15:15:00,0.2626666666666666
2015-04-02 15:30:00,0.1945333333333333
2015-04-02 15:45:00,0.1714666666666666
2015-04-02 16:00:00,0.1670666666666666
2015-04-02 16:15:00,0.2002666666666666
2015-04-02 16:30:00,0.1535333333333333
2015-04-02 16:45:00,0.1268
2015-04-02 17:00:00,0.1666
2015-04-02 17:15:00,0.1507333333333333
2015-04-02 17:30:00,0.3138
2015-04-02 17:45:00,0.4682666666666666
2015-04-02 18:00:00,0.5222666666666667
2015-04-02 18:15:00,0.6603333333333333
2015-04-02 18:30:00,0.4319333333333333
2015-04-02 18:45:00,2.8969333333333336
2015-04-02 19:00:00,2.1619333333333333
2015-04-02 19:15:00,1.8908666666666665
2015-04-02 19:30:00,0.9183333333333332
2015-04-02 19:45:00,0.6564
2015-04-02 20:00:00,0.8766666666666666
2015-04-02 20:15:00,0.6724666666666667
2015-04-02 20:30:00,0.7351333333333333
2015-04-02 20:45:00,0.9421333333333334
2015-04-02 21:00:00,0.5859333333333333
2015-04-02 21:15:00,0.6296
2015-04-02 21:30:00,0.7175333333333334
2015-04-02 21:45:00,0.5784666666666667
2015-04-02 22:00:00,0.5112
2015-04-02 22:15:00,0.8535333333333333
2015-04-02 22:30:00,2.8394666666666666
2015-04-02 22:45:00,2.6542
2015-04-02 23:00:00,2.2386666666666666
2015-04-02 23:15:00,1.9514
2015-04-02 23:30:00,2.155333333333333
2015-04-02 23:45:00,0.904
2015-04-03 00:00:00,0.6065333333333333
2015-04-03 00:15:00,0.6394666666666667
2015-04-03 00:30:00,0.5804
2015-04-03 00:45:00,0.3875333333333333
2015-04-03 01:00:00,0.7026666666666667
2015-04-03 01:15:00,0.5394
2015-04-03 01:30:00,0.5676666666666667
2015-04-03 01:45:00,0.6633333333333333
2015-04-03 02:00:00,0.6948666666666666
2015-04-03 02:15:00,0.6262000000000001
2015-04-03 02:30:00,0.6003999999999999
2015-04-03 02:45:00,0.5185333333333333
2015-04-03 03:00:00,0.4672
2015-04-03 03:15:00,0.2633333333333333
2015-04-03 03:30:00,0.3082
2015-04-03 03:45:00,0.2174
2015-04-03 04:00:00,0.2035333333333333
2015-04-03 04:15:00,0.2048666666666666
2015-04-03 04:30:00,0.2732
2015-04-03 04:45:00,0.2702
2015-04-03 05:00:00,0.1393333333333333
2015-04-03 05:15:00,0.2254666666666666
2015-04-03 05:30:00,0.1641999999999999
2015-04-03 05:45:00,0.1584
2015-04-03 06:00:00,0.1581333333333333
2015-04-03 06:15:00,0.1752
2015-04-03 06:30:00,0.2576666666666667
2015-04-03 06:45:00,0.2034
2015-04-03 07:00:00,0.3184666666666666
2015-04-03 07:15:00,0.3186666666666667
2015-04-03 07:30:00,0.3393333333333333
2015-04-03 07:45:00,0.2276666666666666
2015-04-03 08:00:00,1.0269333333333337
2015-04-03 08:15:00,1.3802666666666668
2015-04-03 08:30:00,0.5646666666666667
2015-04-03 08:45:00,1.1142
2015-04-03 09:00:00,1.1848
2015-04-03 09:15:00,1.0098
2015-04-03 09:30:00,1.6396666666666668
2015-04-03 09:45:00,1.5427333333333333
2015-04-03 10:00:00,1.6443333333333332
2015-04-03 10:15:00,2.8806666666666665
2015-04-03 10:30:00,2.1294
2015-04-03 10:45:00,1.4456
2015-04-03 11:00:00,1.7597333333333334
2015-04-03 11:15:00,1.9948
2015-04-03 11:30:00,1.4483333333333333
2015-04-03 11:45:00,1.466
2015-04-03 12:00:00,0.9729333333333332
2015-04-03 12:15:00,0.9044
2015-04-03 12:30:00,0.5887333333333333
2015-04-03 12:45:00,0.5841333333333333
2015-04-03 13:00:00,1.0584
2015-04-03 13:15:00,0.7313999999999999
2015-04-03 13:30:00,0.5933333333333334
2015-04-03 13:45:00,0.4765333333333333
2015-04-03 14:00:00,0.5119333333333334
2015-04-03 14:15:00,0.5464666666666667
2015-04-03 14:30:00,0.4674
2015-04-03 14:45:00,0.542
2015-04-03 15:00:00,0.5327333333333334
2015-04-03 15:15:00,0.5458
2015-04-03 15:30:00,1.8255333333333328
2015-04-03 15:45:00,3.2624
2015-04-03 16:00:00,2.3444000000000003
2015-04-03 16:15:00,5.2426
2015-04-03 16:30:00,5.020266666666666
2015-04-03 16:45:00,0.9328666666666666
2015-04-03 17:00:00,0.6869333333333333
2015-04-03 17:15:00,0.5491333333333334
2015-04-03 17:30:00,0.4821333333333333
2015-04-03 17:45:00,0.3309333333333333
2015-04-03 18:00:00,0.2864666666666666
2015-04-03 18:15:00,0.3936666666666666
2015-04-03 18:30:00,0.6028
2015-04-03 18:45:00,0.2474
2015-04-03 19:00:00,0.2168
2015-04-03 19:15:00,0.1745333333333333
2015-04-03 19:30:00,0.4313333333333333
2015-04-03 19:45:00,0.7349333333333333
2015-04-03 20:00:00,0.7943333333333333
2015-04-03 20:15:00,0.5024666666666666
2015-04-03 20:30:00,0.4804
2015-04-03 20:45:00,0.5201333333333333
2015-04-03 21:00:00,0.669
2015-04-03 21:15:00,0.5834666666666667
2015-04-03 21:30:00,0.5175333333333333
2015-04-03 21:45:00,0.4564666666666666
2015-04-03 22:00:00,0.5428
2015-04-03 22:15:00,0.4740666666666666
2015-04-03 22:30:00,0.5774
2015-04-03 22:45:00,0.4195333333333333
2015-04-03 23:00:00,0.6251333333333333
2015-04-03 23:15:00,0.6733333333333333
2015-04-03 23:30:00,0.7928666666666667
2015-04-03 23:45:00,0.8318
2015-04-04 00:00:00,0.7586666666666666
2015-04-04 00:15:00,0.7212666666666666
2015-04-04 00:30:00,0.9148666666666668
2015-04-04 00:45:00,0.8502000000000001
2015-04-04 01:00:00,1.8898
2015-04-04 01:15:00,2.606133333333333
2015-04-04 01:30:00,4.876133333333334
2015-04-04 01:45:00,0.5668
2015-04-04 02:00:00,0.6410666666666667
2015-04-04 02:15:00,0.6851333333333334
2015-04-04 02:30:00,0.6544666666666668
2015-04-04 02:45:00,0.6433333333333334
2015-04-04 03:00:00,0.6264666666666667
2015-04-04 03:15:00,0.614
2015-04-04 03:30:00,0.5812
2015-04-04 03:45:00,0.6094666666666667
2015-04-04 04:00:00,0.6234666666666667
2015-04-04 04:15:00,0.4856
2015-04-04 04:30:00,0.4968666666666667
2015-04-04 04:45:00,0.9330666666666668
2015-04-04 05:00:00,0.3496
2015-04-04 05:15:00,0.2658666666666667
2015-04-04 05:30:00,0.23
2015-04-04 05:45:00,0.2125999999999999
2015-04-04 06:00:00,0.2577333333333333
2015-04-04 06:15:00,0.2472666666666667
2015-04-04 06:30:00,0.2737333333333333
2015-04-04 06:45:00,0.5035333333333334
2015-04-04 07:00:00,0.23
2015-04-04 07:15:00,0.337
2015-04-04 07:30:00,0.3252
2015-04-04 07:45:00,0.2648
2015-04-04 08:00:00,0.28
2015-04-04 08:15:00,0.2194666666666666
2015-04-04 08:30:00,0.2526666666666666
2015-04-04 08:45:00,0.2056666666666666
2015-04-04 09:00:00,0.4753333333333333
2015-04-04 09:15:00,0.9378
2015-04-04 09:30:00,0.4665333333333333
2015-04-04 09:45:00,1.4095333333333333
2015-04-04 10:00:00,1.1452
2015-04-04 10:15:00,3.5123333333333333
2015-04-04 10:30:00,3.1892
2015-04-04 10:45:00,4.508866666666667
2015-04-04 11:00:00,5.520933333333334
2015-04-04 11:15:00,7.4064
2015-04-04 11:30:00,4.7016
2015-04-04 11:45:00,2.2024666666666666
2015-04-04 12:00:00,1.4154
2015-04-04 12:15:00,0.9794666666666668
2015-04-04 12:30:00,0.7662
2015-04-04 12:45:00,0.4699333333333333
2015-04-04 13:00:00,0.4556
2015-04-04 13:15:00,0.4457333333333333
2015-04-04 13:30:00,0.6602666666666667
2015-04-04 13:45:00,0.7878666666666667
2015-04-04 14:00:00,0.8327333333333333
2015-04-04 14:15:00,2.3816666666666664
2015-04-04 14:30:00,1.5944
2015-04-04 14:45:00,2.2064666666666666
2015-04-04 15:00:00,1.3136
2015-04-04 15:15:00,0.6986
2015-04-04 15:30:00,0.6456000000000001
2015-04-04 15:45:00,1.7895333333333332
2015-04-04 16:00:00,1.4860666666666666
2015-04-04 16:15:00,0.2705333333333333
2015-04-04 16:30:00,0.226
2015-04-04 16:45:00,1.6594666666666666
2015-04-04 17:00:00,2.2793333333333337
2015-04-04 17:15:00,1.9074
2015-04-04 17:30:00,1.846666666666667
2015-04-04 17:45:00,1.2209333333333334
2015-04-04 18:00:00,0.3001333333333333
2015-04-04 18:15:00,0.2223333333333333
2015-04-04 18:30:00,0.2641333333333333
2015-04-04 18:45:00,0.2576
2015-04-04 19:00:00,0.2882
2015-04-04 19:15:00,0.2214
2015-04-04 19:30:00,0.2706
2015-04-04 19:45:00,0.3303999999999999
2015-04-04 20:00:00,0.2712666666666666
2015-04-04 20:15:00,0.2530666666666666
2015-04-04 20:30:00,1.1019333333333334
2015-04-04 20:45:00,0.8141333333333334
2015-04-04 21:00:00,0.3071333333333333
2015-04-04 21:15:00,0.3381333333333333
2015-04-04 21:30:00,0.3346
2015-04-04 21:45:00,0.318
2015-04-04 22:00:00,0.3558666666666666
2015-04-04 22:15:00,0.3205333333333333
2015-04-04 22:30:00,0.3576
2015-04-04 22:45:00,0.2270666666666666
2015-04-04 23:00:00,0.2735333333333333
2015-04-04 23:15:00,0.7992
2015-04-04 23:30:00,0.4953999999999999
2015-04-04 23:45:00,0.5041333333333333
2015-04-05 00:00:00,0.5503333333333333
2015-04-05 00:15:00,0.5224666666666667
2015-04-05 00:30:00,0.4897333333333333
2015-04-05 00:45:00,0.5049333333333333
2015-04-05 01:00:00,0.3896666666666666
2015-04-05 01:15:00,0.343
2015-04-05 01:30:00,0.2817333333333333
2015-04-05 01:45:00,0.3736666666666667
2015-04-05 02:00:00,0.3485333333333333
2015-04-05 02:15:00,0.3166
2015-04-05 02:30:00,0.3227333333333333
2015-04-05 02:45:00,0.3
2015-04-05 03:00:00,0.3454666666666666
2015-04-05 03:15:00,0.3461333333333333
2015-04-05 03:30:00,0.3251333333333333
2015-04-05 03:45:00,0.3078
2015-04-05 04:00:00,0.6475333333333333
2015-04-05 04:15:00,0.4517333333333334
2015-04-05 04:30:00,0.793
2015-04-05 04:45:00,0.2951999999999999
2015-04-05 05:00:00,0.2424
2015-04-05 05:15:00,0.2238
2015-04-05 05:30:00,0.2946666666666667
2015-04-05 05:45:00,0.3382
2015-04-05 06:00:00,0.2159333333333333
2015-04-05 06:15:00,0.2406666666666666
2015-04-05 06:30:00,0.2004666666666666
2015-04-05 06:45:00,0.2513333333333333
2015-04-05 07:00:00,0.2152666666666667
2015-04-05 07:15:00,0.2591333333333333
2015-04-05 07:30:00,0.2460666666666666
2015-04-05 07:45:00,0.3202666666666666
2015-04-05 08:00:00,0.3407333333333333
2015-04-05 08:15:00,0.2497333333333333
2015-04-05 08:30:00,0.2402
2015-04-05 08:45:00,0.7279333333333333
2015-04-05 09:00:00,0.6033333333333334
2015-04-05 09:15:00,0.3198
2015-04-05 09:30:00,0.2702
2015-04-05 09:45:00,0.7313333333333334
2015-04-05 10:00:00,0.5519333333333333
2015-04-05 10:15:00,0.28
2015-04-05 10:30:00,0.3541333333333333
2015-04-05 10:45:00,0.3165333333333333
2015-04-05 11:00:00,4.674533333333334
2015-04-05 11:15:00,1.6628
2015-04-05 11:30:00,1.4438666666666666
2015-04-05 11:45:00,1.232
2015-04-05 12:00:00,0.4588666666666667
2015-04-05 12:15:00,0.2486666666666666
2015-04-05 12:30:00,0.1838
2015-04-05 12:45:00,1.0794
2015-04-05 13:00:00,1.4882666666666666
2015-04-05 13:15:00,0.3276
2015-04-05 13:30:00,0.1635333333333333
2015-04-05 13:45:00,0.2058
2015-04-05 14:00:00,0.1606666666666666
2015-04-05 14:15:00,0.1938
2015-04-05 14:30:00,0.5409333333333333
2015-04-05 14:45:00,0.5126000000000001
2015-04-05 15:00:00,0.37
2015-04-05 15:15:00,0.6715333333333333
2015-04-05 15:30:00,0.582
2015-04-05 15:45:00,0.6372666666666666
2015-04-05 16:00:00,0.5783333333333334
2015-04-05 16:15:00,0.4903333333333333
2015-04-05 16:30:00,0.5251333333333333
2015-04-05 16:45:00,0.4754
2015-04-05 17:00:00,0.5346666666666666
2015-04-05 17:15:00,0.5845333333333333
2015-04-05 17:30:00,0.5144666666666667
2015-04-05 17:45:00,0.8458
2015-04-05 18:00:00,0.5590666666666667
2015-04-05 18:15:00,0.5648
2015-04-05 18:30:00,0.6325333333333333
2015-04-05 18:45:00,0.6544
2015-04-05 19:00:00,0.5739333333333333
2015-04-05 19:15:00,0.5586666666666666
2015-04-05 19:30:00,0.7778666666666667
2015-04-05 19:45:00,1.5844
2015-04-05 20:00:00,2.5784
2015-04-05 20:15:00,0.9255333333333332
2015-04-05 20:30:00,0.582
2015-04-05 20:45:00,0.7041333333333333
2015-04-05 21:00:00,0.7840666666666667
2015-04-05 21:15:00,0.6354
2015-04-05 21:30:00,0.5957333333333333
2015-04-05 21:45:00,0.5435333333333333
2015-04-05 22:00:00,0.5146000000000001
2015-04-05 22:15:00,0.5241333333333333
2015-04-05 22:30:00,0.5521333333333334
2015-04-05 22:45:00,0.5983333333333334
2015-04-05 23:00:00,0.5439333333333333
2015-04-05 23:15:00,0.4674666666666666
2015-04-05 23:30:00,0.5209333333333332
2015-04-05 23:45:00,0.5294
2015-04-06 00:00:00,0.6553333333333333
2015-04-06 00:15:00,0.565
2015-04-06 00:30:00,0.5923333333333334
2015-04-06 00:45:00,0.7028666666666666
2015-04-06 01:00:00,0.3931333333333333
2015-04-06 01:15:00,0.4682
2015-04-06 01:30:00,0.3408666666666666
2015-04-06 01:45:00,0.4130666666666666
2015-04-06 02:00:00,0.3256
2015-04-06 02:15:00,0.3552
2015-04-06 02:30:00,0.3507333333333333
2015-04-06 02:45:00,0.3040666666666666
2015-04-06 03:00:00,0.3229333333333333
2015-04-06 03:15:00,0.1626666666666666
2015-04-06 03:30:00,0.2388666666666666
2015-04-06 03:45:00,0.2889333333333333
2015-04-06 04:00:00,0.2857333333333333
2015-04-06 04:15:00,0.2334666666666666
2015-04-06 04:30:00,0.2744666666666666
2015-04-06 04:45:00,0.2653333333333333
2015-04-06 05:00:00,0.2670666666666667
2015-04-06 05:15:00,0.3601999999999999
2015-04-06 05:30:00,0.2834666666666666
2015-04-06 05:45:00,0.3238
2015-04-06 06:00:00,0.2437333333333333
2015-04-06 06:15:00,0.2313333333333333
2015-04-06 06:30:00,0.5624666666666667
2015-04-06 06:45:00,0.8312666666666666
2015-04-06 07:00:00,0.2821333333333333
2015-04-06 07:15:00,0.2539333333333333
2015-04-06 07:30:00,0.3841333333333333
2015-04-06 07:45:00,0.2946
2015-04-06 08:00:00,0.3056
2015-04-06 08:15:00,0.2268666666666666
2015-04-06 08:30:00,0.2578
2015-04-06 08:45:00,0.2322666666666666
2015-04-06 09:00:00,0.2
2015-04-06 09:15:00,0.2092
2015-04-06 09:30:00,0.2638666666666667
2015-04-06 09:45:00,0.3339333333333333
2015-04-06 10:00:00,0.3772666666666666
2015-04-06 10:15:00,0.3470666666666667
2015-04-06 10:30:00,0.3167333333333333
2015-04-06 10:45:00,0.3765333333333334
2015-04-06 11:00:00,0.4092
2015-04-06 11:15:00,0.6926
2015-04-06 11:30:00,0.9563333333333334
2015-04-06 11:45:00,0.6574666666666666
2015-04-06 12:00:00,2.6491333333333333
2015-04-06 12:15:00,4.5178666666666665
2015-04-06 12:30:00,0.3394
2015-04-06 12:45:00,0.2349333333333333
2015-04-06 13:00:00,0.4014
2015-04-06 13:15:00,0.3251333333333333
2015-04-06 13:30:00,0.3128666666666667
2015-04-06 13:45:00,0.3270666666666666
2015-04-06 14:00:00,0.3156
2015-04-06 14:15:00,0.4162666666666667
2015-04-06 14:30:00,0.331
2015-04-06 14:45:00,0.3177333333333333
2015-04-06 15:00:00,0.2986666666666667
2015-04-06 15:15:00,0.4000666666666667
2015-04-06 15:30:00,0.4241333333333333
2015-04-06 15:45:00,0.4616
2015-04-06 16:00:00,0.4783333333333333
2015-04-06 16:15:00,0.4728666666666666
2015-04-06 16:30:00,0.6512666666666667
2015-04-06 16:45:00,0.7068666666666666
2015-04-06 17:00:00,0.5116
2015-04-06 17:15:00,0.4877333333333333
2015-04-06 17:30:00,0.6237333333333334
2015-04-06 17:45:00,0.6650666666666667
2015-04-06 18:00:00,0.3592666666666667
2015-04-06 18:15:00,0.3607333333333333
2015-04-06 18:30:00,0.2008666666666666
2015-04-06 18:45:00,0.1840666666666666
2015-04-06 19:00:00,0.2629333333333333
2015-04-06 19:15:00,0.1898
2015-04-06 19:30:00,0.1585333333333333
2015-04-06 19:45:00,0.1678
2015-04-06 20:00:00,0.193
2015-04-06 20:15:00,0.1924
2015-04-06 20:30:00,0.2257333333333333
2015-04-06 20:45:00,1.6194000000000002
2015-04-06 21:00:00,0.5064666666666666
2015-04-06 21:15:00,0.3847333333333333
2015-04-06 21:30:00,0.4398
2015-04-06 21:45:00,0.4732
2015-04-06 22:00:00,0.4122666666666666
2015-04-06 22:15:00,0.4284
2015-04-06 22:30:00,0.6456000000000001
2015-04-06 22:45:00,0.6243333333333334
2015-04-06 23:00:00,0.8292666666666666
2015-04-06 23:15:00,0.6939333333333333
2015-04-06 23:30:00,0.9529333333333332
2015-04-06 23:45:00,0.7142000000000001
2015-04-07 00:00:00,0.6950666666666667
2015-04-07 00:15:00,0.7424
2015-04-07 00:30:00,0.5244
2015-04-07 00:45:00,0.5112666666666666
2015-04-07 01:00:00,0.402
2015-04-07 01:15:00,0.4121333333333333
2015-04-07 01:30:00,0.4148
2015-04-07 01:45:00,0.3721333333333333
2015-04-07 02:00:00,0.2302666666666666
2015-04-07 02:15:00,0.3062666666666666
2015-04-07 02:30:00,0.2759333333333333
2015-04-07 02:45:00,0.1977333333333333
2015-04-07 03:00:00,0.241
2015-04-07 03:15:00,0.3
2015-04-07 03:30:00,0.3293999999999999
2015-04-07 03:45:00,0.2486
2015-04-07 04:00:00,0.3138666666666667
2015-04-07 04:15:00,0.3096
2015-04-07 04:30:00,0.3072666666666666
2015-04-07 04:45:00,0.3128
2015-04-07 05:00:00,0.2676
2015-04-07 05:15:00,0.2366
2015-04-07 05:30:00,0.2758
2015-04-07 05:45:00,0.2444
2015-04-07 06:00:00,0.7005333333333333
2015-04-07 06:15:00,0.4228666666666666
2015-04-07 06:30:00,0.1747333333333333
2015-04-07 06:45:00,1.2518
2015-04-07 07:00:00,0.7323999999999999
2015-04-07 07:15:00,0.4308666666666667
2015-04-07 07:30:00,0.2060666666666666
2015-04-07 07:45:00,1.3882
2015-04-07 08:00:00,0.5756666666666667
2015-04-07 08:15:00,0.2712
2015-04-07 08:30:00,0.2037333333333333
2015-04-07 08:45:00,0.2662
2015-04-07 09:00:00,0.2264666666666666
2015-04-07 09:15:00,0.2798
2015-04-07 09:30:00,0.27
2015-04-07 09:45:00,0.3708
2015-04-07 10:00:00,0.35
2015-04-07 10:15:00,0.3008
2015-04-07 10:30:00,0.3609333333333333
2015-04-07 10:45:00,0.5066666666666667
2015-04-07 11:00:00,0.5606
2015-04-07 11:15:00,0.3198
2015-04-07 11:30:00,0.2824666666666666
2015-04-07 11:45:00,0.2515333333333333
2015-04-07 12:00:00,0.2836666666666667
2015-04-07 12:15:00,0.3158
2015-04-07 12:30:00,0.2854
2015-04-07 12:45:00,0.3654
2015-04-07 13:00:00,0.3944
2015-04-07 13:15:00,0.3834666666666666
2015-04-07 13:30:00,0.4304666666666666
2015-04-07 13:45:00,0.4353333333333333
2015-04-07 14:00:00,0.4911333333333333
2015-04-07 14:15:00,0.6564666666666666
2015-04-07 14:30:00,0.7934666666666667
2015-04-07 14:45:00,0.3458
2015-04-07 15:00:00,0.306
2015-04-07 15:15:00,0.3090666666666666
2015-04-07 15:30:00,0.2078
2015-04-07 15:45:00,0.4167333333333333
2015-04-07 16:00:00,0.4742
2015-04-07 16:15:00,0.2968
2015-04-07 16:30:00,0.2573999999999999
2015-04-07 16:45:00,0.5156000000000001
2015-04-07 17:00:00,0.3447333333333333
2015-04-07 17:15:00,0.3299333333333333
2015-04-07 17:30:00,0.24
2015-04-07 17:45:00,0.3892666666666666
2015-04-07 18:00:00,0.6906666666666667
2015-04-07 18:15:00,0.3070666666666666
2015-04-07 18:30:00,0.5762
2015-04-07 18:45:00,0.8542000000000001
2015-04-07 19:00:00,0.7912
2015-04-07 19:15:00,0.4321333333333333
2015-04-07 19:30:00,0.6396666666666666
2015-04-07 19:45:00,0.478
2015-04-07 20:00:00,0.308
2015-04-07 20:15:00,0.4447333333333333
2015-04-07 20:30:00,1.5392
2015-04-07 20:45:00,0.7635333333333333
2015-04-07 21:00:00,0.3858666666666667
2015-04-07 21:15:00,0.4569333333333333
2015-04-07 21:30:00,0.5401333333333334
2015-04-07 21:45:00,0.5388
2015-04-07 22:00:00,0.5832
2015-04-07 22:15:00,0.6531333333333333
2015-04-07 22:30:00,0.5948
2015-04-07 22:45:00,0.5544
2015-04-07 23:00:00,0.5927333333333333
2015-04-07 23:15:00,0.5092666666666666
2015-04-07 23:30:00,0.6118666666666667
2015-04-07 23:45:00,0.5121333333333333
