,charge_kW,discharge_kW,net_kW,soc_kWh,soc_end,consumption_kWh
2023-04-01 00:00:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 00:15:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 00:30:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 00:45:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 01:00:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 01:15:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 01:30:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 01:45:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 02:00:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 02:15:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 02:30:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 02:45:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 03:00:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 03:15:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 03:30:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 03:45:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 04:00:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 04:15:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 04:30:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 04:45:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 05:00:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 05:15:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 05:30:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 05:45:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 06:00:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 06:15:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 06:30:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 06:45:00+02:00,0.0,0.0,0.0,40.0,0.8,0.0
2023-04-01 07:00:00+02:00,0.10585852,0.0,0.10585852,40.0,0.80050282,0.0
2023-04-01 07:15:00+02:00,0.63031586,0.0,0.63031586,40.025141,0.80349682,0.0
2023-04-01 07:30:00+02:00,1.1945854,0.0,1.1945854,40.174841,0.8091710999999999,0.0
2023-04-01 07:45:00+02:00,1.7890733,0.0,1.7890733,40.458555,0.8176692,0.0
2023-04-01 08:00:00+02:00,2.2028559,0.0,2.2028559,40.88346,0.82813278,0.0
2023-04-01 08:15:00+02:00,2.7808703,0.0,2.7808703,41.406639,0.8413419000000001,0.0
2023-04-01 08:30:00+02:00,3.2968534,0.0,3.2968534,42.067095,0.8570019600000001,0.0
2023-04-01 08:45:00+02:00,3.8277919,0.0,3.8277919,42.850098,0.8751839800000001,0.0
2023-04-01 09:00:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 09:15:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 09:30:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 09:45:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 10:00:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 10:15:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 10:30:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 10:45:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 11:00:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 11:15:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 11:30:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 11:45:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 12:00:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 12:15:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 12:30:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 12:45:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 13:00:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 13:15:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 13:30:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 13:45:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 14:00:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 14:15:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 14:30:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 14:45:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 15:00:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 15:15:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 15:30:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 15:45:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 16:00:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 16:15:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 16:30:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 16:45:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 17:00:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 17:15:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 17:30:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 17:45:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 18:00:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 18:15:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 18:30:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 18:45:00+02:00,0.0,0.0,0.0,43.759199,0.8751839800000001,0.0
2023-04-01 19:00:00+02:00,0.0,0.0,0.0,43.759199,0.72014584,7.751907078365125
2023-04-01 19:15:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 19:30:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 19:45:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 20:00:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 20:15:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 20:30:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 20:45:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 21:00:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 21:15:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 21:30:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 21:45:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 22:00:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 22:15:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 22:30:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 22:45:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 23:00:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 23:15:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 23:30:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-01 23:45:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 00:00:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 00:15:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 00:30:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 00:45:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 01:00:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 01:15:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 01:30:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 01:45:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 02:00:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 02:15:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 02:30:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 02:45:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 03:00:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 03:15:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 03:30:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 03:45:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 04:00:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 04:15:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 04:30:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 04:45:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 05:00:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 05:15:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 05:30:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 05:45:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 06:00:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 06:15:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 06:30:00+02:00,0.0,0.0,0.0,36.007292,0.72014584,0.0
2023-04-02 06:45:00+02:00,2.1887369,0.0,2.1887369,36.007292,0.73054234,0.0
2023-04-02 07:00:00+02:00,4.7468612,0.0,4.7468612,36.527117,0.7530899200000001,0.0
2023-04-02 07:15:00+02:00,4.8447231,0.0,4.8447231,37.654496,0.77610236,0.0
2023-04-02 07:30:00+02:00,5.0310828,0.0,5.0310828,38.805118,0.8,0.0
2023-04-02 07:45:00+02:00,0.38532916,0.0,0.38532916,40.0,0.80183032,0.0
2023-04-02 08:00:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 08:15:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 08:30:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 08:45:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 09:00:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 09:15:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 09:30:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 09:45:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 10:00:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 10:15:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 10:30:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 10:45:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 11:00:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 11:15:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 11:30:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 11:45:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 12:00:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 12:15:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 12:30:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 12:45:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 13:00:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 13:15:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 13:30:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 13:45:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 14:00:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 14:15:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 14:30:00+02:00,0.0,0.0,0.0,40.091516,0.80183032,0.0
2023-04-02 14:45:00+02:00,0.0,0.0,0.0,40.091516,0.6490199400000001,7.640518966365256
2023-04-02 15:00:00+02:00,6.390379,0.0,6.390379,32.450997,0.6793742399999999,0.0
2023-04-02 15:15:00+02:00,5.8260658,0.0,5.8260658,33.968712,0.70704804,0.0
2023-04-02 15:30:00+02:00,5.3818537,0.0,5.3818537,35.352402,0.73261186,0.0
2023-04-02 15:45:00+02:00,4.83798,0.0,4.83798,36.630593,0.7555922599999999,0.0
2023-04-02 16:00:00+02:00,4.2004482,0.0,4.2004482,37.779613,0.77554438,0.0
2023-04-02 16:15:00+02:00,2.9974084,0.0,2.9974084,38.777219,0.7897820799999999,0.0
2023-04-02 16:30:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 16:45:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 17:00:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 17:15:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 17:30:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 17:45:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 18:00:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 18:15:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 18:30:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 18:45:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 19:00:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 19:15:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 19:30:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 19:45:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 20:00:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 20:15:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 20:30:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 20:45:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 21:00:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 21:15:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 21:30:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 21:45:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 22:00:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 22:15:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 22:30:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 22:45:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 23:00:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 23:15:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 23:30:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-02 23:45:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 00:00:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 00:15:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 00:30:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 00:45:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 01:00:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 01:15:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 01:30:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 01:45:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 02:00:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 02:15:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 02:30:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 02:45:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 03:00:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 03:15:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 03:30:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 03:45:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 04:00:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 04:15:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 04:30:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 04:45:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 05:00:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 05:15:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 05:30:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 05:45:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 06:00:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 06:15:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 06:30:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 06:45:00+02:00,0.0,0.0,0.0,39.489104,0.7897820799999999,0.0
2023-04-03 07:00:00+02:00,0.22734235,0.0,0.22734235,39.489104,0.79086196,0.0
2023-04-03 07:15:00+02:00,0.72060762,0.0,0.72060762,39.543098,0.79428484,0.0
2023-04-03 07:30:00+02:00,1.2031919,0.0,1.2031919,39.714242,0.8,0.0
2023-04-03 07:45:00+02:00,1.8516933,0.0,1.8516933,40.0,0.80879554,0.0
2023-04-03 08:00:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 08:15:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 08:30:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 08:45:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 09:00:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 09:15:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 09:30:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 09:45:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 10:00:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 10:15:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 10:30:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 10:45:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 11:00:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 11:15:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 11:30:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 11:45:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 12:00:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 12:15:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 12:30:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 12:45:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 13:00:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 13:15:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 13:30:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 13:45:00+02:00,0.0,0.0,0.0,40.439777,0.80879554,0.0
2023-04-03 14:00:00+02:00,0.0,0.0,0.0,40.439777,0.6452937400000001,8.175090433961898
2023-04-03 14:15:00+02:00,6.9787302,0.0,6.9787302,32.264687,0.6784427,0.0
2023-04-03 14:30:00+02:00,6.7194445,0.0,6.7194445,33.922135,0.71036006,0.0
2023-04-03 14:45:00+02:00,6.3659693,0.0,6.3659693,35.518003,0.74059842,0.0
2023-04-03 15:00:00+02:00,5.6438661,0.0,5.6438661,37.029921,0.7674067800000001,0.0
2023-04-03 15:15:00+02:00,0.63640241,0.0,0.63640241,38.370339,0.7704297,0.0
2023-04-03 15:30:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 15:45:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 16:00:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 16:15:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 16:30:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 16:45:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 17:00:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 17:15:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 17:30:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 17:45:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 18:00:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 18:15:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 18:30:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 18:45:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 19:00:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 19:15:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 19:30:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 19:45:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 20:00:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 20:15:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 20:30:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 20:45:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 21:00:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 21:15:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 21:30:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 21:45:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 22:00:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 22:15:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 22:30:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 22:45:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 23:00:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 23:15:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 23:30:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-03 23:45:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 00:00:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 00:15:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 00:30:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 00:45:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 01:00:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 01:15:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 01:30:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 01:45:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 02:00:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 02:15:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 02:30:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 02:45:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 03:00:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 03:15:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 03:30:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 03:45:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 04:00:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 04:15:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 04:30:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 04:45:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
2023-04-04 05:00:00+02:00,0.0,0.0,0.0,38.521485,0.7704297,0.0
