timestep,time,price [ct/kWh],grid supply [kW],fixed load [kW],local generation [kW],battery power [kW],bat. stored energy [kWh],flex band min [kW],flex band base [kW],flex band max [kW],max energy flex [kWh],generation feed-in [kW],battery feed-in [kW],sum CS power [kW],# occupied CS [-],# CS in use [-],CS_golf_0 [kW]
0,2023-04-01 00:00:00,0.3,-0.536,0.536,-0.0,0,0.0,0.536,0.536,27.536,10.0,0,0,0,1,0,0
1,2023-04-01 00:15:00,0.3,-0.517,0.517,-0.0,0,0.0,-4.483,0.517,27.517,10.0,0,0,0,1,0,0
2,2023-04-01 00:30:00,0.3,-0.496,0.496,-0.0,0,0.0,-4.504,0.496,27.496,10.0,0,0,0,1,0,0
3,2023-04-01 00:45:00,0.3,-0.587,0.587,-0.0,0,0.0,-4.413,0.587,27.587,10.0,0,0,0,1,0,0
4,2023-04-01 01:00:00,0.3,-0.549,0.549,-0.0,0,0.0,-4.451,0.549,27.549,10.0,0,0,0,1,0,0
5,2023-04-01 01:15:00,0.3,-0.611,0.611,-0.0,0,0.0,-4.389,0.611,27.611,10.0,0,0,0,1,0,0
6,2023-04-01 01:30:00,0.3,-0.547,0.547,-0.0,0,0.0,-4.453,0.547,27.547,10.0,0,0,0,1,0,0
7,2023-04-01 01:45:00,0.3,-0.315,0.315,-0.0,0,0.0,-4.685,0.315,27.315,10.0,0,0,0,1,0,0
8,2023-04-01 02:00:00,0.3,-0.296,0.296,-0.0,0,0.0,-4.704,0.296,27.296,10.0,0,0,0,1,0,0
9,2023-04-01 02:15:00,0.3,-0.286,0.286,-0.0,0,0.0,-4.714,0.286,27.286,10.0,0,0,0,1,0,0
10,2023-04-01 02:30:00,0.3,-0.415,0.415,-0.0,0,0.0,-4.585,0.415,27.415,10.0,0,0,0,1,0,0
11,2023-04-01 02:45:00,0.3,-0.281,0.281,-0.0,0,0.0,-4.719,0.281,27.281,10.0,0,0,0,1,0,0
12,2023-04-01 03:00:00,0.3,-0.395,0.395,-0.0,0,0.0,-4.605,0.395,27.395,10.0,0,0,0,1,0,0
13,2023-04-01 03:15:00,0.3,-0.412,0.412,-0.0,0,0.0,-4.588,0.412,27.412,10.0,0,0,0,1,0,0
14,2023-04-01 03:30:00,0.3,-0.433,0.433,-0.0,0,0.0,-4.567,0.433,27.433,10.0,0,0,0,1,0,0
15,2023-04-01 03:45:00,0.3,-0.492,0.492,-0.0,0,0.0,-4.508,0.492,27.492,10.0,0,0,0,1,0,0
16,2023-04-01 04:00:00,0.3,-0.529,0.529,-0.0,0,0.0,-4.471,0.529,27.529,10.0,0,0,0,1,0,0
17,2023-04-01 04:15:00,0.3,-0.396,0.396,-0.0,0,0.0,-4.604,0.396,27.396,10.0,0,0,0,1,0,0
18,2023-04-01 04:30:00,0.3,-0.266,0.266,-0.0,0,0.0,-4.734,0.266,27.266,10.0,0,0,0,1,0,0
19,2023-04-01 04:45:00,0.3,-0.297,0.297,-0.0,0,0.0,-4.703,0.297,27.297,10.0,0,0,0,1,0,0
20,2023-04-01 05:00:00,0.3,-0.243,0.243,-0.0,0,0.0,-4.757,0.243,27.243,10.0,0,0,0,1,0,0
21,2023-04-01 05:15:00,0.3,-0.27,0.27,-0.0,0,0.0,-4.73,0.27,27.27,10.0,0,0,0,1,0,0
22,2023-04-01 05:30:00,0.3,-0.277,0.277,-0.0,0,0.0,-4.723,0.277,27.277,10.0,0,0,0,1,0,0
23,2023-04-01 05:45:00,0.3,-0.272,0.272,-0.0,0,0.0,-4.728,0.272,27.272,10.0,0,0,0,1,0,0
24,2023-04-01 06:00:00,0.19017,-0.334,0.334,-0.0,0,0.0,-4.666,0.334,27.334,10.0,0,0,0,1,0,0
25,2023-04-01 06:15:00,0.19017,-0.648,0.648,-0.0,0,0.0,-4.352,0.648,27.648,10.0,0,0,0,1,0,0
26,2023-04-01 06:30:00,0.19017,-0.621,0.621,-0.0,0,0.0,-4.379,0.621,27.621,10.0,0,0,0,1,0,0
27,2023-04-01 06:45:00,0.19017,-0.851,0.949,-0.098,0,0.0,-4.149,0.851,27.851,10.0,0,0,0,1,0,0
28,2023-04-01 07:00:00,0.19017,0.0,0.314,-0.42,0,0.0,-5.106,-0.106,26.788,10.0,0.0,0.0,0.106,1,1,0.106
29,2023-04-01 07:15:00,0.19017,0.0,0.335,-0.965,0,0.0,-5.63,-0.63,25.739,9.975,0.0,0.0,0.63,1,1,0.63
30,2023-04-01 07:30:00,0.19017,0.0,0.543,-1.738,0,0.0,-6.195,-1.195,24.611,9.825,0.0,0.0,1.195,1,1,1.195
31,2023-04-01 07:45:00,0.19017,-0.0,0.22,-2.009,0,0.0,-6.789,-1.789,23.422,9.541,0,0,1.789,1,1,1.789
32,2023-04-01 08:00:00,0.19017,-0.0,0.23,-2.433,0,0.0,-7.203,-2.203,22.594,9.117,0,0,2.203,1,1,2.203
33,2023-04-01 08:15:00,0.19017,0.0,0.219,-2.999,0,0.0,-7.781,-2.781,21.438,8.593,0.0,0.0,2.781,1,1,2.781
34,2023-04-01 08:30:00,0.19017,-0.0,0.244,-3.541,0,0.0,-8.297,-3.297,20.406,7.933,0,0,3.297,1,1,3.297
35,2023-04-01 08:45:00,0.19017,-0.0,0.284,-4.112,0,0.0,-8.828,-3.828,19.344,7.15,0,0,3.828,1,1,3.828
36,2023-04-01 09:00:00,0.19017,4.363,0.262,-4.625,0,0.0,-9.363,-4.363,-3.726,0,4.363,0.0,0,0,0,0
37,2023-04-01 09:15:00,0.19017,4.822,0.31,-5.132,0,0.0,-9.822,-4.822,-4.645,0,4.822,0.0,0,0,0,0
38,2023-04-01 09:30:00,0.19017,5.377,0.222,-5.599,0,0.0,-10.377,-5.377,-5.377,0,5.377,0.0,0,0,0,0
39,2023-04-01 09:45:00,0.19017,5.599,0.234,-5.833,0,0.0,-10.599,-5.599,-5.599,0,5.599,0.0,0,0,0,0
40,2023-04-01 10:00:00,0.19017,6.128,0.237,-6.365,0,0.0,-11.128,-6.128,-6.128,0,6.128,0.0,0,0,0,0
41,2023-04-01 10:15:00,0.19017,6.576,0.217,-6.793,0,0.0,-11.576,-6.576,-6.576,0,6.576,0.0,0,0,0,0
42,2023-04-01 10:30:00,0.19017,6.939,0.225,-7.164,0,0.0,-11.939,-6.939,-6.939,0,6.939,0.0,0,0,0,0
43,2023-04-01 10:45:00,0.19017,7.253,0.201,-7.454,0,0.0,-12.253,-7.253,-7.253,0,7.253,0.0,0,0,0,0
44,2023-04-01 11:00:00,0.19017,7.986,0.266,-8.251,0,0.0,-12.986,-7.986,-7.986,0,7.986,0.0,0,0,0,0
45,2023-04-01 11:15:00,0.19017,7.155,0.335,-7.489,0,0.0,-12.155,-7.155,-7.155,0,7.155,0.0,0,0,0,0
46,2023-04-01 11:30:00,0.19017,5.091,0.472,-5.562,0,0.0,-10.091,-5.091,-5.091,0,5.091,0.0,0,0,0,0
47,2023-04-01 11:45:00,0.19017,4.907,0.378,-5.284,0,0.0,-9.907,-4.907,-4.813,0,4.907,0.0,0,0,0,0
48,2023-04-01 12:00:00,0.19017,7.746,0.396,-8.143,0,0.0,-12.746,-7.746,-7.746,0,7.746,0.0,0,0,0,0
49,2023-04-01 12:15:00,0.19017,6.853,0.429,-7.282,0,0.0,-11.853,-6.853,-6.853,0,6.853,0.0,0,0,0,0
50,2023-04-01 12:30:00,0.19017,5.101,0.309,-5.409,0,0.0,-10.101,-5.101,-5.101,0,5.101,0.0,0,0,0,0
51,2023-04-01 12:45:00,0.19017,8.988,0.435,-9.423,0,0.0,-13.988,-8.988,-8.988,0,8.988,0.0,0,0,0,0
52,2023-04-01 13:00:00,0.19017,3.77,0.365,-4.136,0,0.0,-8.77,-3.77,-2.54,0,3.77,0.0,0,0,0,0
53,2023-04-01 13:15:00,0.19017,7.034,0.325,-7.359,0,0.0,-12.034,-7.034,-7.034,0,7.034,0.0,0,0,0,0
54,2023-04-01 13:30:00,0.19017,2.711,0.321,-7.299,4.267,0.0,-11.978,-6.978,-6.978,0,2.711,0.0,0,0,0,0
55,2023-04-01 13:45:00,0.19017,1.139,0.487,-6.626,5.0,1.014,-11.139,-6.139,-6.139,0,1.139,0.0,0,0,0,0
56,2023-04-01 14:00:00,0.19017,0.0,0.564,-5.544,4.98,2.201,-9.98,-4.98,-4.96,0,0.0,0.0,0,0,0,0
57,2023-04-01 14:15:00,0.19017,0.0,0.583,-3.872,3.289,3.384,-8.289,-3.289,-1.578,0,0.0,0.0,0,0,0,0
58,2023-04-01 14:30:00,0.19017,-0.0,0.492,-3.833,3.341,4.165,-8.341,-3.341,-1.682,0,0,0,0,0,0,0
59,2023-04-01 14:45:00,0.19017,0.0,0.316,-3.014,2.698,4.958,-7.698,-2.698,-0.396,0,0.0,0.0,0,0,0,0
60,2023-04-01 15:00:00,0.19017,-0.0,0.372,-4.711,4.339,5.599,-9.339,-4.339,-3.678,0,0,0,0,0,0,0
61,2023-04-01 15:15:00,0.19017,0.0,0.425,-2.178,1.753,6.63,-6.753,-1.753,1.494,0,0.0,0.0,0,0,0,0
62,2023-04-01 15:30:00,0.19017,-0.0,0.411,-4.083,3.672,7.046,-8.672,-3.672,-2.344,0,0,0,0,0,0,0
63,2023-04-01 15:45:00,0.19017,-0.0,0.341,-3.93,3.589,7.918,-8.589,-3.589,-2.177,0,0,0,0,0,0,0
64,2023-04-01 16:00:00,0.19017,0.0,0.326,-2.451,2.125,8.77,-7.125,-2.125,0.749,0,0.0,0.0,0,0,0,0
65,2023-04-01 16:15:00,0.19017,0.0,0.329,-1.422,1.093,9.275,-6.093,-1.093,2.814,0,0.0,0.0,0,0,0,0
66,2023-04-01 16:30:00,0.19017,-0.0,0.432,-2.391,1.959,9.535,-6.959,-1.959,1.082,0,0,0,0,0,0,0
67,2023-04-01 16:45:00,0.19017,0.0,1.333,-1.026,-0.307,10.0,-4.693,0.307,5.307,0,0.0,0.0,0,0,0,0
68,2023-04-01 17:00:00,0.19017,-0.0,1.117,-1.204,0.087,9.919,-5.087,-0.087,4.825,0,0,0,0,0,0,0
69,2023-04-01 17:15:00,0.19017,0.0,0.8,-0.389,-0.411,9.94,-4.589,0.411,5.411,0,0.0,0.0,0,0,0,0
70,2023-04-01 17:30:00,0.19017,-0.0,2.006,-0.079,-1.927,9.832,-3.073,1.927,6.927,0,0,0,0,0,0,0
71,2023-04-01 17:45:00,0.19017,-0.0,1.022,-0.0,-1.022,9.325,-3.978,1.022,6.022,0,0,0,0,0,0,0
72,2023-04-01 18:00:00,0.19017,0.0,1.243,-0.0,-1.243,9.056,-3.757,1.243,6.243,0,0.0,0.0,0,0,0,0
73,2023-04-01 18:15:00,0.19017,0.0,0.566,-0.0,-0.566,8.729,-4.434,0.566,5.566,0,0.0,0.0,0,0,0,0
74,2023-04-01 18:30:00,0.19017,-0.0,0.645,-0.0,-0.645,8.58,-4.355,0.645,5.645,0,0,0,0,0,0,0
75,2023-04-01 18:45:00,0.19017,-0.0,0.794,-0.0,-0.794,8.41,-4.206,0.794,5.794,0,0,0,0,0,0,0
76,2023-04-01 19:00:00,0.19017,-0.0,2.261,-0.0,-2.261,8.201,-2.739,2.261,7.261,0,0,0,0,0,0,0
77,2023-04-01 19:15:00,0.19017,0.0,1.064,-0.0,-1.064,7.606,-3.936,1.064,28.064,13.993,0.0,0.0,0,1,0,0
78,2023-04-01 19:30:00,0.19017,-0.0,0.683,-0.0,-0.683,7.326,-4.317,0.683,27.683,13.993,0,0,0,1,0,0
79,2023-04-01 19:45:00,0.19017,0.0,0.576,-0.0,-0.576,7.147,-4.424,0.576,27.576,13.993,0.0,0.0,0,1,0,0
80,2023-04-01 20:00:00,0.03167,-0.0,0.607,-0.0,-0.607,6.995,-4.393,0.607,27.607,13.993,0,0,0,1,0,0
81,2023-04-01 20:15:00,0.03167,-0.0,0.67,-0.0,-0.67,6.835,-4.33,0.67,27.67,13.993,0,0,0,1,0,0
82,2023-04-01 20:30:00,0.03167,0.0,3.188,-0.0,-3.188,6.659,-1.812,3.188,30.188,13.993,0.0,0.0,0,1,0,0
83,2023-04-01 20:45:00,0.03167,-0.0,3.305,-0.0,-3.305,5.82,-1.695,3.305,30.305,13.993,0,0,0,1,0,0
84,2023-04-01 21:00:00,0.03167,-1.084,1.33,-0.0,-0.246,4.95,-3.67,1.33,28.33,13.993,0,0,0,1,0,0
85,2023-04-01 21:15:00,0.03167,-0.835,0.835,-0.0,0,4.885,-4.165,0.835,27.835,13.993,0,0,0,1,0,0
86,2023-04-01 21:30:00,0.03167,-0.393,0.393,-0.0,0,4.885,-4.607,0.393,27.393,13.993,0,0,0,1,0,0
87,2023-04-01 21:45:00,0.03167,-0.498,0.498,-0.0,0,4.885,-4.502,0.498,27.498,13.993,0,0,0,1,0,0
88,2023-04-01 22:00:00,0.03167,-0.34,0.34,-0.0,0,4.885,-4.66,0.34,27.34,13.993,0,0,0,1,0,0
89,2023-04-01 22:15:00,0.03167,-0.396,0.396,-0.0,0,4.885,-4.604,0.396,27.396,13.993,0,0,0,1,0,0
90,2023-04-01 22:30:00,0.03167,-0.445,0.445,-0.0,0,4.885,-4.555,0.445,27.445,13.993,0,0,0,1,0,0
91,2023-04-01 22:45:00,0.03167,-0.454,0.454,-0.0,0,4.885,-4.546,0.454,27.454,13.993,0,0,0,1,0,0
92,2023-04-01 23:00:00,0.03167,-0.413,0.413,-0.0,0,4.885,-4.587,0.413,27.413,13.993,0,0,0,1,0,0
93,2023-04-01 23:15:00,0.03167,-0.388,0.388,-0.0,0,4.885,-4.612,0.388,27.388,13.993,0,0,0,1,0,0
94,2023-04-01 23:30:00,0.03167,-0.393,0.393,-0.0,0,4.885,-4.607,0.393,27.393,13.993,0,0,0,1,0,0
95,2023-04-01 23:45:00,0.03167,-0.363,0.363,-0.0,0,4.885,-4.637,0.363,27.363,13.993,0,0,0,1,0,0
96,2023-04-02 00:00:00,0.03167,-0.439,0.439,-0.0,0,4.885,-4.561,0.439,27.439,13.993,0,0,0,1,0,0
97,2023-04-02 00:15:00,0.03167,-0.434,0.434,-0.0,0,4.885,-4.566,0.434,27.434,13.993,0,0,0,1,0,0
98,2023-04-02 00:30:00,0.03167,-0.665,0.665,-0.0,0,4.885,-4.335,0.665,27.665,13.993,0,0,0,1,0,0
99,2023-04-02 00:45:00,0.03167,-1.002,1.002,-0.0,0,4.885,-3.998,1.002,28.002,13.993,0,0,0,1,0,0
100,2023-04-02 01:00:00,0.03167,-2.29,2.29,-0.0,0,4.885,-2.71,2.29,29.29,13.993,0,0,0,1,0,0
101,2023-04-02 01:15:00,0.03167,-2.327,2.327,-0.0,0,4.885,-2.673,2.327,29.327,13.993,0,0,0,1,0,0
102,2023-04-02 01:30:00,0.03167,-2.329,2.329,-0.0,0,4.885,-2.671,2.329,29.329,13.993,0,0,0,1,0,0
103,2023-04-02 01:45:00,0.03167,-2.302,2.302,-0.0,0,4.885,-2.698,2.302,29.302,13.993,0,0,0,1,0,0
104,2023-04-02 02:00:00,0.03167,-0.577,0.577,-0.0,0,4.885,-4.423,0.577,27.577,13.993,0,0,0,1,0,0
105,2023-04-02 02:15:00,0.03167,-0.459,0.459,-0.0,0,4.885,-4.541,0.459,27.459,13.993,0,0,0,1,0,0
106,2023-04-02 02:30:00,0.03167,-0.321,0.321,-0.0,0,4.885,-4.679,0.321,27.321,13.993,0,0,0,1,0,0
107,2023-04-02 02:45:00,0.03167,-0.322,0.322,-0.0,0,4.885,-4.678,0.322,27.322,13.993,0,0,0,1,0,0
108,2023-04-02 03:00:00,0.03167,-0.291,0.291,-0.0,0,4.885,-4.709,0.291,27.291,13.993,0,0,0,1,0,0
109,2023-04-02 03:15:00,0.03167,-0.307,0.307,-0.0,0,4.885,-4.693,0.307,27.307,13.993,0,0,0,1,0,0
110,2023-04-02 03:30:00,0.03167,-0.316,0.316,-0.0,0,4.885,-4.684,0.316,27.316,13.993,0,0,0,1,0,0
111,2023-04-02 03:45:00,0.03167,-0.388,0.388,-0.0,0,4.885,-4.612,0.388,27.388,13.993,0,0,0,1,0,0
112,2023-04-02 04:00:00,0.03167,-0.401,0.401,-0.0,0,4.885,-4.599,0.401,27.401,13.993,0,0,0,1,0,0
113,2023-04-02 04:15:00,0.03167,-0.334,0.334,-0.0,0,4.885,-4.666,0.334,27.334,13.993,0,0,0,1,0,0
114,2023-04-02 04:30:00,0.03167,-0.336,0.336,-0.0,0,4.885,-4.664,0.336,27.336,13.993,0,0,0,1,0,0
115,2023-04-02 04:45:00,0.03167,-0.262,0.262,-0.0,0,4.885,-4.738,0.262,27.262,13.993,0,0,0,1,0,0
116,2023-04-02 05:00:00,0.03167,-0.311,0.311,-0.0,0,4.885,-4.689,0.311,27.311,13.993,0,0,0,1,0,0
117,2023-04-02 05:15:00,0.03167,-0.306,0.306,-0.0,0,4.885,-4.694,0.306,27.306,13.993,0,0,0,1,0,0
118,2023-04-02 05:30:00,0.03167,-0.378,0.378,-0.0,0,4.885,-4.622,0.378,27.378,13.993,0,0,0,1,0,0
119,2023-04-02 05:45:00,0.03167,-0.312,0.312,-0.0,0,4.885,-4.688,0.312,27.312,13.993,0,0,0,1,0,0
120,2023-04-02 06:00:00,0.21364,0.0,0.29,-0.0,-0.29,4.885,-4.71,0.29,27.29,13.993,0.0,0.0,0,1,0,0
121,2023-04-02 06:15:00,0.21364,-0.0,0.311,-0.0,-0.311,4.809,-4.689,0.311,27.311,13.993,0,0,0,1,0,0
122,2023-04-02 06:30:00,0.21364,-0.0,0.349,-0.0,-0.349,4.727,-4.651,0.349,27.349,13.993,0,0,0,1,0,0
123,2023-04-02 06:45:00,0.21364,-0.0,0.426,-0.001,-2.614,4.635,-4.575,0.425,27.425,13.993,0,0,2.189,1,1,2.189
124,2023-04-02 07:00:00,0.21364,0.0,0.341,-0.088,-5.0,3.947,-4.747,0.253,27.253,13.473,0.0,0.0,4.747,1,1,4.747
125,2023-04-02 07:15:00,0.21364,-0.0,0.344,-0.189,-5.0,2.632,-4.845,0.155,27.155,12.346,0,0,4.845,1,1,4.845
126,2023-04-02 07:30:00,0.21364,0.0,0.347,-0.378,-5.0,1.316,-5.0,0.0,27.0,11.195,0.0,0.0,5.031,1,1,5.031
127,2023-04-02 07:45:00,0.21364,-0.0,0.246,-0.631,0,0.0,-5.0,0.0,27.0,10.0,0,0,0.385,1,1,0.385
128,2023-04-02 08:00:00,0.21364,0.195,0.223,-0.88,0.461,0.0,-5.657,-0.657,3.687,0,0.195,0.0,0,0,0,0
129,2023-04-02 08:15:00,0.21364,0.0,1.604,-1.188,-0.416,0.11,-4.584,0.416,5.416,0,0.0,0.0,0,0,0,0
130,2023-04-02 08:30:00,0.21364,0.02,1.078,-1.098,0,0.0,-5.02,-0.02,4.961,0,0.02,0.0,0,0,0,0
131,2023-04-02 08:45:00,0.21364,0.621,0.578,-1.199,0,0.0,-5.621,-0.621,3.759,0,0.621,0.0,0,0,0,0
132,2023-04-02 09:00:00,0.21364,0.858,0.332,-1.189,0,0.0,-5.858,-0.858,3.284,0,0.858,0.0,0,0,0,0
133,2023-04-02 09:15:00,0.21364,1.04,0.325,-1.364,0,0.0,-6.04,-1.04,2.921,0,1.04,0.0,0,0,0,0
134,2023-04-02 09:30:00,0.21364,0.917,0.878,-1.795,0,0.0,-5.917,-0.917,3.165,0,0.917,0.0,0,0,0,0
135,2023-04-02 09:45:00,0.21364,0.973,0.75,-1.724,0,0.0,-5.973,-0.973,3.054,0,0.973,0.0,0,0,0,0
136,2023-04-02 10:00:00,0.21364,2.061,0.286,-2.347,0,0.0,-7.061,-2.061,0.878,0,2.061,0.0,0,0,0,0
137,2023-04-02 10:15:00,0.21364,2.316,0.221,-2.537,0,0.0,-7.316,-2.316,0.368,0,2.316,0.0,0,0,0,0
138,2023-04-02 10:30:00,0.21364,3.958,0.944,-4.902,0,0.0,-8.958,-3.958,-2.916,0,3.958,0.0,0,0,0,0
139,2023-04-02 10:45:00,0.21364,5.649,0.302,-5.951,0,0.0,-10.649,-5.649,-5.649,0,5.649,0.0,0,0,0,0
140,2023-04-02 11:00:00,0.21364,2.716,3.097,-5.813,0,0.0,-7.716,-2.716,-0.432,0,2.716,0.0,0,0,0,0
141,2023-04-02 11:15:00,0.21364,3.906,3.76,-7.666,0,0.0,-8.906,-3.906,-2.812,0,3.906,0.0,0,0,0,0
142,2023-04-02 11:30:00,0.21364,7.319,0.561,-7.88,0,0.0,-12.319,-7.319,-7.319,0,7.319,0.0,0,0,0,0
143,2023-04-02 11:45:00,0.21364,7.413,0.736,-8.15,0,0.0,-12.413,-7.413,-7.413,0,7.413,0.0,0,0,0,0
144,2023-04-02 12:00:00,0.21364,7.705,0.535,-8.239,0,0.0,-12.705,-7.705,-7.705,0,7.705,0.0,0,0,0,0
145,2023-04-02 12:15:00,0.21364,7.638,0.602,-8.239,0,0.0,-12.638,-7.638,-7.638,0,7.638,0.0,0,0,0,0
146,2023-04-02 12:30:00,0.21364,7.797,0.539,-8.337,0,0.0,-12.797,-7.797,-7.797,0,7.797,0.0,0,0,0,0
147,2023-04-02 12:45:00,0.21364,8.034,0.291,-8.325,0,0.0,-13.034,-8.034,-8.034,0,8.034,0.0,0,0,0,0
148,2023-04-02 13:00:00,0.21364,7.38,0.275,-8.307,0.652,0.0,-13.032,-8.032,-8.032,0,7.38,0.0,0,0,0,0
149,2023-04-02 13:15:00,0.21364,2.873,0.318,-8.19,5.0,0.155,-12.873,-7.873,-7.873,0,2.873,0.0,0,0,0,0
150,2023-04-02 13:30:00,0.21364,2.846,0.28,-8.126,5.0,1.342,-12.846,-7.846,-7.846,0,2.846,0.0,0,0,0,0
151,2023-04-02 13:45:00,0.21364,2.822,0.123,-7.946,5.0,2.53,-12.822,-7.822,-7.822,0,2.822,0.0,0,0,0,0
152,2023-04-02 14:00:00,0.21364,2.485,0.169,-7.653,5.0,3.717,-12.485,-7.485,-7.485,0,2.485,0.0,0,0,0,0
153,2023-04-02 14:15:00,0.21364,2.228,0.129,-7.357,5.0,4.905,-12.228,-7.228,-7.228,0,2.228,0.0,0,0,0,0
154,2023-04-02 14:30:00,0.21364,1.827,0.163,-6.989,5.0,6.092,-11.827,-6.827,-6.827,0,1.827,0.0,0,0,0,0
155,2023-04-02 14:45:00,0.21364,1.651,0.218,-6.869,5.0,7.28,-11.651,-6.651,-6.651,0,1.651,0.0,0,0,0,0
156,2023-04-02 15:00:00,0.21364,0.0,0.161,-6.552,0,8.467,-5.0,0.0,27.0,17.549,0.0,0.0,6.39,1,1,6.39
157,2023-04-02 15:15:00,0.21364,0.0,0.263,-6.089,0,8.467,-5.0,0.0,27.0,16.031,0.0,0.0,5.826,1,1,5.826
158,2023-04-02 15:30:00,0.21364,-0.0,0.195,-5.576,0,8.467,-5.0,0.0,27.0,14.648,0,0,5.382,1,1,5.382
159,2023-04-02 15:45:00,0.21364,0.0,0.171,-5.009,0,8.467,-5.0,0.0,27.0,13.369,0.0,0.0,4.838,1,1,4.838
160,2023-04-02 16:00:00,0.21364,0.0,0.167,-4.368,0,8.467,-5.0,0.0,27.0,12.22,0.0,0.0,4.2,1,1,4.2
161,2023-04-02 16:15:00,0.21364,-0.0,0.2,-3.682,0.484,8.467,-5.0,0.0,27.0,11.223,0,0,2.997,1,1,2.997
162,2023-04-02 16:30:00,0.21364,0.0,0.154,-2.928,2.774,8.582,-5.722,-0.722,25.557,10.511,0.0,0.0,0,1,0,0
163,2023-04-02 16:45:00,0.21364,0.0,0.127,-2.06,1.933,9.241,-6.933,-1.933,23.133,10.511,0.0,0.0,0,1,0,0
164,2023-04-02 17:00:00,0.21364,-0.0,0.167,-1.168,1.001,9.7,-6.001,-1.001,24.998,10.511,0,0,0,1,0,0
165,2023-04-02 17:15:00,0.21364,-0.0,0.151,-0.412,0.261,9.938,-5.261,-0.261,26.478,10.511,0,0,0,1,0,0
166,2023-04-02 17:30:00,0.21364,-0.0,0.314,-0.202,-0.112,10.0,-4.888,0.112,27.112,10.511,0,0,0,1,0,0
167,2023-04-02 17:45:00,0.21364,0.0,0.468,-0.0,-0.468,9.971,-4.532,0.468,27.468,10.511,0.0,0.0,0,1,0,0
168,2023-04-02 18:00:00,0.21364,0.0,0.522,-0.0,-0.522,9.847,-4.478,0.522,27.522,10.511,0.0,0.0,0,1,0,0
169,2023-04-02 18:15:00,0.21364,-0.0,0.66,-0.0,-0.66,9.71,-4.34,0.66,27.66,10.511,0,0,0,1,0,0
170,2023-04-02 18:30:00,0.21364,0.0,0.432,-0.0,-0.432,9.536,-4.568,0.432,27.432,10.511,0.0,0.0,0,1,0,0
171,2023-04-02 18:45:00,0.21364,0.0,2.897,-0.0,-2.897,9.423,-2.103,2.897,29.897,10.511,0.0,0.0,0,1,0,0
172,2023-04-02 19:00:00,0.21364,-0.0,2.162,-0.0,-2.162,8.66,-2.838,2.162,29.162,10.511,0,0,0,1,0,0
173,2023-04-02 19:15:00,0.21364,0.0,1.891,-0.0,-1.891,8.091,-3.109,1.891,28.891,10.511,0.0,0.0,0,1,0,0
174,2023-04-02 19:30:00,0.21364,-0.0,0.918,-0.0,-0.918,7.594,-4.082,0.918,27.918,10.511,0,0,0,1,0,0
175,2023-04-02 19:45:00,0.21364,0.0,0.656,-0.0,-0.656,7.352,-4.344,0.656,27.656,10.511,0.0,0.0,0,1,0,0
176,2023-04-02 20:00:00,0.07356,-0.0,0.877,-0.0,-0.877,7.179,-4.123,0.877,27.877,10.511,0,0,0,1,0,0
177,2023-04-02 20:15:00,0.07356,0.0,0.672,-0.0,-0.672,6.949,-4.328,0.672,27.672,10.511,0.0,0.0,0,1,0,0
178,2023-04-02 20:30:00,0.07356,-0.0,0.735,-0.0,-0.735,6.772,-4.265,0.735,27.735,10.511,0,0,0,1,0,0
179,2023-04-02 20:45:00,0.07356,-0.0,0.942,-0.0,-0.942,6.578,-4.058,0.942,27.942,10.511,0,0,0,1,0,0
180,2023-04-02 21:00:00,0.07356,0.0,0.586,-0.0,-0.586,6.33,-4.414,0.586,27.586,10.511,0.0,0.0,0,1,0,0
181,2023-04-02 21:15:00,0.07356,-0.0,0.63,-0.0,-0.63,6.176,-4.37,0.63,27.63,10.511,0,0,0,1,0,0
182,2023-04-02 21:30:00,0.07356,0.0,0.718,-0.0,-0.718,6.01,-4.282,0.718,27.718,10.511,0.0,0.0,0,1,0,0
183,2023-04-02 21:45:00,0.07356,-0.0,0.578,-0.0,-0.578,5.822,-4.422,0.578,27.578,10.511,0,0,0,1,0,0
184,2023-04-02 22:00:00,0.07356,0.0,0.511,-0.0,-0.511,5.669,-4.489,0.511,27.511,10.511,0.0,0.0,0,1,0,0
185,2023-04-02 22:15:00,0.07356,-0.0,0.854,-0.0,-0.854,5.535,-4.146,0.854,27.854,10.511,0,0,0,1,0,0
186,2023-04-02 22:30:00,0.07356,0.0,2.839,-0.0,-2.839,5.31,-2.161,2.839,29.839,10.511,0.0,0.0,0,1,0,0
187,2023-04-02 22:45:00,0.07356,-0.0,2.654,-0.0,-2.654,4.563,-2.346,2.654,29.654,10.511,0,0,0,1,0,0
188,2023-04-02 23:00:00,0.07356,0.0,2.239,-0.0,-2.239,3.864,-2.761,2.239,29.239,10.511,0.0,0.0,0,1,0,0
189,2023-04-02 23:15:00,0.07356,-0.0,1.951,-0.0,-1.951,3.275,-3.049,1.951,28.951,10.511,0,0,0,1,0,0
190,2023-04-02 23:30:00,0.07356,0.0,2.155,-0.0,-2.155,2.762,-2.845,2.155,29.155,10.511,0.0,0.0,0,1,0,0
191,2023-04-02 23:45:00,0.07356,-0.0,0.904,-0.0,-0.904,2.195,-4.096,0.904,27.904,10.511,0,0,0,1,0,0
192,2023-04-03 00:00:00,0.07356,-0.0,0.607,-0.0,-0.607,1.957,-4.393,0.607,27.607,10.511,0,0,0,1,0,0
