timestep,time,price [ct/kWh],grid supply [kW],fixed load [kW],local generation [kW],battery power [kW],bat. stored energy [kWh],flex band min [kW],flex band base [kW],flex band max [kW],max energy flex [kWh],generation feed-in [kW],battery feed-in [kW],sum CS power [kW],# occupied CS [-],# CS in use [-],CS_golf_0 [kW]
3117,2023-05-03 11:15:00,0.18499,8.122,0.157,-8.279,0,0.0,-13.122,-8.122,13.878,6.357,8.122,0.0,0,1,0,0
3118,2023-05-03 11:30:00,0.18499,-0.0,0.143,-8.345,0,0.0,-13.202,-8.202,13.798,6.357,0,0,8.202,1,1,8.202
3119,2023-05-03 11:45:00,0.18499,8.235,0.172,-8.407,0,0.0,-13.235,-8.235,13.765,4.409,8.235,0.0,0,1,0,0
3120,2023-05-03 12:00:00,0.18499,6.877,0.348,-7.224,0,0.0,-11.877,-6.877,15.123,4.409,6.877,0.0,0,1,0,0
3121,2023-05-03 12:15:00,0.18499,-0.0,0.386,-5.529,0,0.0,-10.143,-5.143,16.857,4.409,0,0,5.143,1,1,5.143
3122,2023-05-03 12:30:00,0.18499,-0.0,0.262,-4.801,0,0.0,-9.539,-4.539,17.922,3.187,0,0,4.539,1,1,4.539
3123,2023-05-03 12:45:00,0.18499,0.0,0.151,-9.032,0,0.0,-13.881,-8.881,13.119,2.109,0.0,0.0,8.881,1,1,8.881
3124,2023-05-03 13:00:00,0.18499,2.241,0.148,-6.819,4.43,0.0,-11.67,-6.67,15.33,0.0,2.241,0.0,0,1,0,0
3125,2023-05-03 13:15:00,0.18499,-0.0,0.142,-2.825,2.683,1.052,-7.683,-2.683,21.635,0.0,0,0,0,1,0,0
3126,2023-05-03 13:30:00,0.18499,0.0,0.128,-2.274,2.146,1.689,-7.146,-2.146,22.708,0.0,0.0,0.0,0,1,0,0
3127,2023-05-03 13:45:00,0.18499,-0.0,0.214,-4.491,4.278,2.199,-9.278,-4.278,18.445,0.0,0,0,0,1,0,0
3128,2023-05-03 14:00:00,0.18499,-0.0,0.148,-4.59,4.442,3.215,-9.442,-4.442,18.116,0.0,0,0,0,1,0,0
3129,2023-05-03 14:15:00,0.18499,0.0,0.167,-2.532,2.365,4.27,-7.365,-2.365,22.27,0.0,0.0,0.0,0,1,0,0
3130,2023-05-03 14:30:00,0.18499,-0.0,0.153,-1.549,1.396,4.832,-6.396,-1.396,24.209,0.0,0,0,0,1,0,0
3131,2023-05-03 14:45:00,0.18499,-0.0,0.228,-1.08,0.851,5.163,-5.851,-0.851,25.297,0.0,0,0,0,1,0,0
3132,2023-05-03 15:00:00,0.18499,0.0,0.222,-0.522,0.3,5.365,-5.3,-0.3,26.401,0.0,0.0,0.0,0,1,0,0
3133,2023-05-03 15:15:00,0.18499,0.0,0.122,-0.589,0.466,5.436,-5.466,-0.466,26.067,0.0,0.0,0.0,0,1,0,0
3134,2023-05-03 15:30:00,0.18499,-0.0,0.228,-0.816,0.588,5.547,-5.588,-0.588,25.824,0.0,0,0,0,1,0,0
3135,2023-05-03 15:45:00,0.18499,-0.0,0.348,-0.773,0.425,5.687,-5.425,-0.425,26.15,0.0,0,0,0,1,0,0
3136,2023-05-03 16:00:00,0.18499,0.0,0.396,-0.387,-0.01,5.788,-4.99,0.01,27.01,0.0,0.0,0.0,0,1,0,0
3137,2023-05-03 16:15:00,0.18499,-0.0,0.733,-0.252,-0.481,5.785,-4.519,0.481,27.481,0.0,0,0,0,1,0,0
3138,2023-05-03 16:30:00,0.18499,-0.0,0.582,-0.308,-0.274,5.659,-4.726,0.274,27.274,0.0,0,0,0,1,0,0
3139,2023-05-03 16:45:00,0.18499,0.0,0.656,-1.226,0.571,5.586,-5.571,-0.571,25.859,0.0,0.0,0.0,0,1,0,0
3140,2023-05-03 17:00:00,0.18499,-0.0,0.656,-0.819,0.163,5.722,-5.163,-0.163,26.674,0.0,0,0,0,1,0,0
3141,2023-05-03 17:15:00,0.18499,0.0,1.228,-0.34,-0.888,5.761,-4.112,0.888,27.888,0.0,0.0,0.0,0,1,0,0
3142,2023-05-03 17:30:00,0.18499,-0.0,1.372,-0.47,-0.902,5.527,-4.098,0.902,27.902,0.0,0,0,0,1,0,0
3143,2023-05-03 17:45:00,0.18499,0.0,0.926,-0.461,-0.465,5.29,-4.535,0.465,27.465,0.0,0.0,0.0,0,1,0,0
3144,2023-05-03 18:00:00,0.18499,-0.0,0.552,-0.4,-0.152,5.167,-4.848,0.152,27.152,0.0,0,0,0,1,0,0
3145,2023-05-03 18:15:00,0.18499,0.0,0.457,-0.186,-0.271,5.127,-4.729,0.271,27.271,0.0,0.0,0.0,0,1,0,0
3146,2023-05-03 18:30:00,0.18499,-0.0,0.552,-0.094,-0.458,5.056,-4.542,0.458,27.458,0.0,0,0,0,1,0,0
3147,2023-05-03 18:45:00,0.18499,0.0,0.664,-0.0,-0.664,4.935,-4.336,0.664,27.664,0.0,0.0,0.0,0,1,0,0
3148,2023-05-03 19:00:00,0.18499,0.0,0.575,-0.0,-0.575,4.761,-4.425,0.575,27.575,0.0,0.0,0.0,0,1,0,0
3149,2023-05-03 19:15:00,0.18499,-0.0,0.539,-0.0,-0.539,4.609,-4.461,0.539,27.539,0.0,0,0,0,1,0,0
3150,2023-05-03 19:30:00,0.18499,0.0,0.579,-0.0,-0.579,4.468,-4.421,0.579,27.579,0.0,0.0,0.0,0,1,0,0
3151,2023-05-03 19:45:00,0.18499,0.0,0.469,-0.0,-0.469,4.315,-4.531,0.469,27.469,0.0,0.0,0.0,0,1,0,0
3152,2023-05-03 20:00:00,0.18499,-0.0,0.547,-0.0,-0.547,4.192,-4.453,0.547,27.547,0.0,0,0,0,1,0,0
3153,2023-05-03 20:15:00,0.18499,-0.0,0.446,-0.0,-0.446,4.048,-4.554,0.446,27.446,0.0,0,0,0,1,0,0
3154,2023-05-03 20:30:00,0.18499,0.0,0.427,-0.0,-0.427,3.93,-4.573,0.427,27.427,0.0,0.0,0.0,0,1,0,0
3155,2023-05-03 20:45:00,0.18499,0.0,0.445,-0.0,-0.445,3.818,-4.555,0.445,27.445,0.0,0.0,0.0,0,1,0,0
3156,2023-05-03 21:00:00,0.07747,-0.0,0.425,-0.0,-0.425,3.701,-4.575,0.425,27.425,0.0,0,0,0,1,0,0
3157,2023-05-03 21:15:00,0.07747,0.0,0.46,-0.0,-0.46,3.589,-4.54,0.46,27.46,0.0,0.0,0.0,0,1,0,0
3158,2023-05-03 21:30:00,0.07747,-0.0,0.459,-0.0,-0.459,3.468,-4.541,0.459,27.459,0.0,0,0,0,1,0,0
3159,2023-05-03 21:45:00,0.07747,-0.0,0.647,-0.0,-0.647,3.347,-4.353,0.647,27.647,0.0,0,0,0,1,0,0
3160,2023-05-03 22:00:00,0.07747,0.0,0.535,-0.0,-0.535,3.177,-4.465,0.535,27.535,0.0,0.0,0.0,0,1,0,0
3161,2023-05-03 22:15:00,0.07747,-0.0,0.457,-0.0,-0.457,3.036,-4.543,0.457,27.457,0.0,0,0,0,1,0,0
3162,2023-05-03 22:30:00,0.07747,-0.0,0.462,-0.0,-0.462,2.916,-4.538,0.462,27.462,0.0,0,0,0,1,0,0
3163,2023-05-03 22:45:00,0.07747,0.0,0.363,-0.0,-0.363,2.794,-4.637,0.363,27.363,0.0,0.0,0.0,0,1,0,0
3164,2023-05-03 23:00:00,0.07747,0.0,0.482,-0.0,-0.482,2.699,-4.518,0.482,27.482,0.0,0.0,0.0,0,1,0,0
3165,2023-05-03 23:15:00,0.07747,-0.0,0.476,-0.0,-0.476,2.572,-4.524,0.476,27.476,0.0,0,0,0,1,0,0
3166,2023-05-03 23:30:00,0.07747,-0.0,0.452,-0.0,-0.452,2.446,-4.548,0.452,27.452,0.0,0,0,0,1,0,0
3167,2023-05-03 23:45:00,0.07747,0.0,0.4,-0.0,-0.4,2.328,-4.6,0.4,27.4,0.0,0.0,0.0,0,1,0,0
3168,2023-05-04 00:00:00,0.07747,-0.0,0.212,-0.0,-0.212,2.222,-4.788,0.212,27.212,0.0,0,0,0,1,0,0
3169,2023-05-04 00:15:00,0.07747,0.0,0.309,-0.0,-0.309,2.167,-4.691,0.309,27.309,0.0,0.0,0.0,0,1,0,0
3170,2023-05-04 00:30:00,0.07747,-0.0,0.291,-0.0,-0.291,2.085,-4.709,0.291,27.291,0.0,0,0,0,1,0,0
3171,2023-05-04 00:45:00,0.07747,-0.0,0.252,-0.0,-0.252,2.008,-4.748,0.252,27.252,0.0,0,0,0,1,0,0
3172,2023-05-04 01:00:00,0.07747,0.0,0.257,-0.0,-0.257,1.942,-4.743,0.257,27.257,0.0,0.0,0.0,0,1,0,0
3173,2023-05-04 01:15:00,0.07747,0.0,0.246,-0.0,-0.246,1.874,-4.754,0.246,27.246,0.0,0.0,0.0,0,1,0,0
3174,2023-05-04 01:30:00,0.07747,-0.0,0.25,-0.0,-0.25,1.81,-4.75,0.25,27.25,0.0,0,0,0,1,0,0
3175,2023-05-04 01:45:00,0.07747,-0.0,0.218,-0.0,-0.218,1.744,-4.782,0.218,27.218,0.0,0,0,0,1,0,0
3176,2023-05-04 02:00:00,0.07747,-0.0,0.239,-0.0,-0.239,1.686,-4.761,0.239,27.239,0.0,0,0,0,1,0,0
3177,2023-05-04 02:15:00,0.07747,0.0,0.228,-0.0,-0.228,1.624,-4.772,0.228,27.228,0.0,0.0,0.0,0,1,0,0
3178,2023-05-04 02:30:00,0.07747,0.0,0.27,-0.0,-0.27,1.564,-4.73,0.27,27.27,0.0,0.0,0.0,0,1,0,0
3179,2023-05-04 02:45:00,0.07747,0.0,0.345,-0.0,-0.345,1.493,-4.655,0.345,27.345,0.0,0.0,0.0,0,1,0,0
3180,2023-05-04 03:00:00,0.07747,0.0,0.324,-0.0,-0.324,1.402,-4.676,0.324,27.324,0.0,0.0,0.0,0,1,0,0
3181,2023-05-04 03:15:00,0.07747,-0.0,0.307,-0.0,-0.307,1.317,-4.693,0.307,27.307,0.0,0,0,0,1,0,0
3182,2023-05-04 03:30:00,0.07747,0.0,0.233,-0.0,-0.233,1.236,-4.767,0.233,27.233,0.0,0.0,0.0,0,1,0,0
3183,2023-05-04 03:45:00,0.07747,0.0,0.27,-0.0,-0.27,1.174,-4.73,0.27,27.27,0.0,0.0,0.0,0,1,0,0
3184,2023-05-04 04:00:00,0.07747,-0.0,0.275,-0.0,-0.275,1.103,-4.725,0.275,27.275,0.0,0,0,0,1,0,0
3185,2023-05-04 04:15:00,0.07747,0.0,0.215,-0.0,-0.215,1.031,-4.785,0.215,27.215,0.0,0.0,0.0,0,1,0,0
3186,2023-05-04 04:30:00,0.07747,-0.0,0.257,-0.0,-0.257,0.975,-4.743,0.257,27.257,0.0,0,0,0,1,0,0
3187,2023-05-04 04:45:00,0.07747,0.0,0.243,-0.0,-0.243,0.907,-4.757,0.243,27.243,0.0,0.0,0.0,0,1,0,0
3188,2023-05-04 05:00:00,0.07747,0.0,0.334,-0.0,-0.334,0.843,-4.666,0.334,27.334,0.0,0.0,0.0,0,1,0,0
3189,2023-05-04 05:15:00,0.07747,-0.0,0.348,-0.0,-0.348,0.755,-4.652,0.348,27.348,0.0,0,0,0,1,0,0
3190,2023-05-04 05:30:00,0.07747,0.0,0.273,-0.0,-0.273,0.664,-4.727,0.273,27.273,0.0,0.0,0.0,0,1,0,0
3191,2023-05-04 05:45:00,0.07747,-0.0,0.268,-0.053,-0.215,0.592,-4.785,0.215,27.215,0.0,0,0,0,1,0,0
3192,2023-05-04 06:00:00,0.09964,-0.0,0.208,-0.073,-0.136,0.535,-4.864,0.136,27.136,0.0,0,0,0,1,0,0
3193,2023-05-04 06:15:00,0.09964,0.0,0.297,-0.264,-0.034,0.5,-4.966,0.034,27.034,0.0,0.0,0.0,0,1,0,0
3194,2023-05-04 06:30:00,0.09964,-0.0,0.24,-0.386,0.146,0.491,-5.146,-0.146,26.708,0.0,0,0,0,1,0,0
3195,2023-05-04 06:45:00,0.09964,0.0,0.255,-0.466,0.21,0.526,-5.21,-0.21,26.579,0.0,0.0,0.0,0,1,0,0
3196,2023-05-04 07:00:00,0.09964,-0.0,0.288,-0.567,0.279,0.575,-5.279,-0.279,26.442,0.0,0,0,0,1,0,0
3197,2023-05-04 07:15:00,0.09964,0.0,0.245,-0.656,0.411,0.642,-5.411,-0.411,4.178,0,0.0,0.0,0,0,0,0
3198,2023-05-04 07:30:00,0.09964,-0.0,0.258,-0.701,0.444,0.739,-5.444,-0.444,4.113,0,0,0,0,0,0,0
3199,2023-05-04 07:45:00,0.09964,0.0,1.261,-0.71,-0.551,0.845,-4.449,0.551,5.551,0,0.0,0.0,0,0,0,0
3200,2023-05-04 08:00:00,0.09964,-0.0,1.765,-0.951,-0.815,0.7,-4.185,0.815,5.815,0,0,0,0,0,0,0
3201,2023-05-04 08:15:00,0.09964,0.0,2.026,-0.682,-1.344,0.485,-3.656,1.344,6.344,0,0.0,0.0,0,0,0,0
3202,2023-05-04 08:30:00,0.09964,-0.0,1.662,-1.162,-0.5,0.131,-4.5,0.5,5.5,0,0,0,0,0,0,0
3203,2023-05-04 08:45:00,0.09964,1.965,0.373,-2.339,0,0.0,-6.965,-1.965,1.07,0,1.965,0.0,0,0,0,0
3204,2023-05-04 09:00:00,0.09964,1.125,0.28,-1.404,0,0.0,-6.125,-1.125,2.75,0,1.125,0.0,0,0,0,0
3205,2023-05-04 09:15:00,0.09964,0.86,0.926,-2.126,0.34,0.0,-6.199,-1.199,2.601,0,0.86,0.0,0,0,0,0
3206,2023-05-04 09:30:00,0.09964,0.0,1.759,-1.452,-0.307,0.081,-4.693,0.307,5.307,0,0.0,0.0,0,0,0,0
3207,2023-05-04 09:45:00,0.09964,2.875,0.772,-3.648,0,0.0,-7.875,-2.875,-0.751,0,2.875,0.0,0,0,0,0
3208,2023-05-04 10:00:00,0.09964,3.164,0.511,-3.675,0,0.0,-8.164,-3.164,-1.329,0,3.164,0.0,0,0,0,0
3209,2023-05-04 10:15:00,0.09964,1.024,0.353,-1.378,0,0.0,-6.024,-1.024,2.951,0,1.024,0.0,0,0,0,0
3210,2023-05-04 10:30:00,0.09964,2.816,0.505,-3.321,0,0.0,-7.816,-2.816,-0.632,0,2.816,0.0,0,0,0,0
3211,2023-05-04 10:45:00,0.09964,0.573,1.056,-2.983,1.354,0.0,-6.927,-1.927,1.147,0,0.573,0.0,0,0,0,0
3212,2023-05-04 11:00:00,0.09964,0.0,1.636,-1.783,0.147,0.321,-5.147,-0.147,4.706,0,0.0,0.0,0,0,0,0
3213,2023-05-04 11:15:00,0.09964,-0.0,2.677,-1.86,-0.817,0.356,-4.183,0.817,5.817,0,0,0,0,0,0,0
3214,2023-05-04 11:30:00,0.09964,0.0,2.703,-2.166,-0.537,0.141,-4.463,0.537,5.537,0,0.0,0.0,0,0,0,0
3215,2023-05-04 11:45:00,0.09964,0.535,0.902,-1.437,0,0.0,-5.535,-0.535,3.93,0,0.535,0.0,0,0,0,0
3216,2023-05-04 12:00:00,0.09964,0.79,0.689,-1.478,0,0.0,-5.79,-0.79,3.42,0,0.79,0.0,0,0,0,0
3217,2023-05-04 12:15:00,0.09964,2.628,0.264,-2.892,0,0.0,-7.628,-2.628,-0.255,0,2.628,0.0,0,0,0,0
3218,2023-05-04 12:30:00,0.09964,2.448,0.361,-2.809,0,0.0,-7.448,-2.448,0.103,0,2.448,0.0,0,0,0,0
3219,2023-05-04 12:45:00,0.09964,5.245,0.283,-5.528,0,0.0,-10.245,-5.245,-5.245,0,5.245,0.0,0,0,0,0
3220,2023-05-04 13:00:00,0.09964,2.213,0.314,-2.527,0,0.0,-7.213,-2.213,0.573,0,2.213,0.0,0,0,0,0
3221,2023-05-04 13:15:00,0.09964,3.418,0.23,-4.701,1.052,0.0,-9.471,-4.471,-3.941,0,3.418,0.0,0,0,0,0
3222,2023-05-04 13:30:00,0.09964,-0.0,0.313,-4.27,3.956,0.25,-8.956,-3.956,-2.912,0,0,0,0,0,0,0
3223,2023-05-04 13:45:00,0.09964,0.0,0.366,-4.304,3.939,1.19,-8.939,-3.939,-2.877,0,0.0,0.0,0,0,0,0
3224,2023-05-04 14:00:00,0.09964,-0.0,0.939,-1.925,0.986,2.125,-5.986,-0.986,3.028,0,0,0,0,0,0,0
3225,2023-05-04 14:15:00,0.09964,0.0,0.33,-3.134,2.804,2.359,-7.804,-2.804,-0.608,0,0.0,0.0,0,0,0,0
3226,2023-05-04 14:30:00,0.09964,0.0,0.387,-3.082,2.695,3.025,-7.695,-2.695,-0.39,0,0.0,0.0,0,0,0,0
3227,2023-05-04 14:45:00,0.09964,-0.0,0.359,-3.083,2.724,3.665,-7.724,-2.724,-0.447,0,0,0,0,0,0,0
3228,2023-05-04 15:00:00,0.09964,-0.0,0.511,-2.874,2.363,4.312,-7.363,-2.363,0.275,0,0,0,0,0,0,0
3229,2023-05-04 15:15:00,0.09964,0.0,0.404,-1.736,0,4.873,-5.0,0.0,27.0,4.426,0.0,0.0,1.332,1,1,1.332
3230,2023-05-04 15:30:00,0.09964,-0.0,0.376,-2.439,0,4.873,-5.0,0.0,27.0,4.109,0,0,2.063,1,1,2.063
3231,2023-05-04 15:45:00,0.09964,-0.0,0.419,-1.982,0,4.873,-5.0,0.0,27.0,3.619,0,0,1.563,1,1,1.563
3232,2023-05-04 16:00:00,0.09964,0.0,0.352,-2.839,0,4.873,-5.0,0.0,27.0,3.248,0.0,0.0,2.487,1,1,2.487
3233,2023-05-04 16:15:00,0.09964,-0.0,0.415,-2.932,0,4.873,-5.0,0.0,27.0,2.657,0,0,2.516,1,1,2.516
3234,2023-05-04 16:30:00,0.09964,0.0,0.373,-3.306,0,4.873,-5.0,0.0,27.0,2.06,0.0,0.0,2.932,1,1,2.932
3235,2023-05-04 16:45:00,0.09964,-0.0,0.402,-2.014,0,4.873,-5.0,0.0,27.0,1.363,0,0,1.611,1,1,1.611
3236,2023-05-04 17:00:00,0.09964,-0.0,0.493,-1.527,0,4.873,-5.0,0.0,27.0,0.981,0,0,1.033,1,1,1.033
3237,2023-05-04 17:15:00,0.09964,0.0,0.353,-1.215,0,4.873,-5.0,0.0,27.0,0.735,0.0,0.0,0.862,1,1,0.862
3238,2023-05-04 17:30:00,0.09964,0.0,0.452,-0.853,0.202,4.873,-5.0,0.0,27.0,0.531,0.0,0.0,0.198,1,1,0.198
3239,2023-05-04 17:45:00,0.09964,-0.0,0.476,-0.471,-0.005,4.921,-4.995,0.005,27.005,0.483,0,0,0,1,0,0
3240,2023-05-04 18:00:00,0.09964,-0.0,0.353,-0.435,0.082,4.92,-5.0,0.0,27.0,0.483,0,0,0,1,0,0
3241,2023-05-04 18:15:00,0.09964,0.0,0.387,-0.224,-0.163,4.939,-4.837,0.163,27.163,0.483,0.0,0.0,0,1,0,0
3242,2023-05-04 18:30:00,0.09964,0.0,0.549,-0.108,-0.441,4.896,-4.559,0.441,27.441,0.483,0.0,0.0,0,1,0,0
3243,2023-05-04 18:45:00,0.09964,-0.0,0.445,-0.0,-0.445,4.78,-4.555,0.445,27.445,0.483,0,0,0,1,0,0
3244,2023-05-04 19:00:00,0.09964,-0.0,0.353,-0.0,-0.353,4.663,-4.647,0.353,27.353,0.483,0,0,0,1,0,0
3245,2023-05-04 19:15:00,0.09964,-0.0,0.387,-0.0,-0.387,4.57,-4.613,0.387,27.387,0.483,0,0,0,1,0,0
3246,2023-05-04 19:30:00,0.09964,-0.0,0.379,-0.0,-0.379,4.468,-4.621,0.379,27.379,0.483,0,0,0,1,0,0
3247,2023-05-04 19:45:00,0.09964,0.0,0.313,-0.0,-0.313,4.369,-4.687,0.313,27.313,0.483,0.0,0.0,0,1,0,0
3248,2023-05-04 20:00:00,0.09964,-0.0,1.68,-0.0,-1.68,4.286,-3.32,1.68,28.68,0.483,0,0,0,1,0,0
3249,2023-05-04 20:15:00,0.09964,0.0,0.777,-0.0,-0.777,3.844,-4.223,0.777,27.777,0.483,0.0,0.0,0,1,0,0
3250,2023-05-04 20:30:00,0.09964,-0.0,0.68,-0.0,-0.68,3.64,-4.32,0.68,27.68,0.483,0,0,0,1,0,0
3251,2023-05-04 20:45:00,0.09964,0.0,0.62,-0.0,-0.62,3.461,-4.38,0.62,27.62,0.483,0.0,0.0,0,1,0,0
3252,2023-05-04 21:00:00,0.11012,-0.0,0.964,-0.0,-0.964,3.298,-4.036,0.964,27.964,0.483,0,0,0,1,0,0
3253,2023-05-04 21:15:00,0.11012,0.0,0.502,-0.0,-0.502,3.044,-4.498,0.502,27.502,0.483,0.0,0.0,0,1,0,0
3254,2023-05-04 21:30:00,0.11012,0.0,0.5,-0.0,-0.5,2.912,-4.5,0.5,27.5,0.483,0.0,0.0,0,1,0,0
3255,2023-05-04 21:45:00,0.11012,-0.0,0.532,-0.0,-0.532,2.78,-4.468,0.532,27.532,0.483,0,0,0,1,0,0
3256,2023-05-04 22:00:00,0.11012,0.0,0.487,-0.0,-0.487,2.64,-4.513,0.487,27.487,0.483,0.0,0.0,0,1,0,0
3257,2023-05-04 22:15:00,0.11012,-0.0,0.613,-0.0,-0.613,2.512,-4.387,0.613,27.613,0.483,0,0,0,1,0,0
3258,2023-05-04 22:30:00,0.11012,0.0,0.815,-0.0,-0.815,2.351,-4.185,0.815,27.815,0.483,0.0,0.0,0,1,0,0
3259,2023-05-04 22:45:00,0.11012,-0.0,0.759,-0.0,-0.759,2.136,-4.241,0.759,27.759,0.483,0,0,0,1,0,0
3260,2023-05-04 23:00:00,0.11012,0.0,0.928,-0.0,-0.928,1.937,-4.072,0.928,27.928,0.483,0.0,0.0,0,1,0,0
3261,2023-05-04 23:15:00,0.11012,-0.0,1.674,-0.0,-1.674,1.692,-3.326,1.674,28.674,0.483,0,0,0,1,0,0
3262,2023-05-04 23:30:00,0.11012,0.0,0.468,-0.0,-0.468,1.252,-4.532,0.468,27.468,0.483,0.0,0.0,0,1,0,0
3263,2023-05-04 23:45:00,0.11012,0.0,0.221,-0.0,-0.221,1.129,-4.779,0.221,27.221,0.483,0.0,0.0,0,1,0,0
3264,2023-05-05 00:00:00,0.11012,-0.0,0.198,-0.0,-0.198,1.071,-4.802,0.198,27.198,0.483,0,0,0,1,0,0
3265,2023-05-05 00:15:00,0.11012,0.0,0.225,-0.0,-0.225,1.019,-4.775,0.225,27.225,0.483,0.0,0.0,0,1,0,0
3266,2023-05-05 00:30:00,0.11012,-0.0,0.277,-0.0,-0.277,0.959,-4.723,0.277,27.277,0.483,0,0,0,1,0,0
3267,2023-05-05 00:45:00,0.11012,0.0,0.289,-0.0,-0.289,0.886,-4.711,0.289,27.289,0.483,0.0,0.0,0,1,0,0
3268,2023-05-05 01:00:00,0.11012,-0.0,0.208,-0.0,-0.208,0.81,-4.792,0.208,27.208,0.483,0,0,0,1,0,0
3269,2023-05-05 01:15:00,0.11012,-0.0,0.114,-0.0,-0.114,0.756,-4.886,0.114,27.114,0.483,0,0,0,1,0,0
3270,2023-05-05 01:30:00,0.11012,0.0,0.153,-0.0,-0.153,0.726,-4.847,0.153,27.153,0.483,0.0,0.0,0,1,0,0
3271,2023-05-05 01:45:00,0.11012,-0.0,0.12,-0.0,-0.12,0.685,-4.88,0.12,27.12,0.483,0,0,0,1,0,0
3272,2023-05-05 02:00:00,0.11012,0.0,0.127,-0.0,-0.127,0.654,-4.873,0.127,27.127,0.483,0.0,0.0,0,1,0,0
3273,2023-05-05 02:15:00,0.11012,-0.0,0.175,-0.0,-0.175,0.62,-4.825,0.175,27.175,0.483,0,0,0,1,0,0
3274,2023-05-05 02:30:00,0.11012,-0.0,0.159,-0.0,-0.159,0.574,-4.841,0.159,27.159,0.483,0,0,0,1,0,0
3275,2023-05-05 02:45:00,0.11012,0.0,0.169,-0.0,-0.169,0.532,-4.831,0.169,27.169,0.483,0.0,0.0,0,1,0,0
3276,2023-05-05 03:00:00,0.11012,0.0,0.212,-0.0,-0.212,0.488,-4.788,0.212,27.212,0.483,0.0,0.0,0,1,0,0
3277,2023-05-05 03:15:00,0.11012,-0.0,0.226,-0.0,-0.226,0.432,-4.774,0.226,27.226,0.483,0,0,0,1,0,0
3278,2023-05-05 03:30:00,0.11012,-0.0,0.149,-0.0,-0.149,0.372,-4.851,0.149,27.149,0.483,0,0,0,1,0,0
3279,2023-05-05 03:45:00,0.11012,0.0,0.109,-0.0,-0.109,0.333,-4.891,0.109,27.109,0.483,0.0,0.0,0,1,0,0
3280,2023-05-05 04:00:00,0.11012,-0.0,0.167,-0.0,-0.167,0.304,-4.833,0.167,27.167,0.483,0,0,0,1,0,0
3281,2023-05-05 04:15:00,0.11012,-0.0,0.145,-0.0,-0.145,0.261,-4.855,0.145,27.145,0.483,0,0,0,1,0,0
3282,2023-05-05 04:30:00,0.11012,0.0,0.181,-0.0,-0.181,0.223,-4.819,0.181,27.181,0.483,0.0,0.0,0,1,0,0
3283,2023-05-05 04:45:00,0.11012,0.0,0.124,-0.0,-0.124,0.175,-4.876,0.124,27.124,0.483,0.0,0.0,0,1,0,0
3284,2023-05-05 05:00:00,0.11012,-0.0,0.124,-0.0,-0.124,0.142,-4.876,0.124,27.124,0.483,0,0,0,1,0,0
3285,2023-05-05 05:15:00,0.11012,-0.0,0.219,-0.0,-0.219,0.11,-4.781,0.219,27.219,0.483,0,0,0,1,0,0
3286,2023-05-05 05:30:00,0.11012,-0.0,0.214,-0.023,-0.192,0.052,-4.808,0.192,27.192,0.483,0,0,0,1,0,0
3287,2023-05-05 05:45:00,0.11012,-0.0,0.21,-0.204,-0.006,0.002,-4.994,0.006,27.006,0.483,0,0,0,1,0,0
3288,2023-05-05 06:00:00,0.12042,-0.0,0.284,-0.464,0,-0.0,-5.0,0.0,27.0,0.483,0,0,0.18,1,1,0.18
3289,2023-05-05 06:15:00,0.12042,-0.0,0.28,-0.714,0.121,-0.0,-5.0,0.0,27.0,0.441,0,0,0.313,1,1,0.313
3290,2023-05-05 06:30:00,0.12042,-0.0,0.249,-0.461,0.211,0.029,-5.0,0.0,27.0,0.366,0,0,0,1,0,0
3291,2023-05-05 06:45:00,0.12042,0.0,0.208,-0.485,0.277,0.079,-5.0,0.0,27.0,0.366,0.0,0.0,0,1,0,0
3292,2023-05-05 07:00:00,0.12042,-0.0,0.371,-0.477,0.106,0.145,-5.0,0.0,27.0,0.366,0,0,0,1,0,0
3293,2023-05-05 07:15:00,0.12042,0.0,0.96,-0.499,-0.461,0.17,-4.539,0.461,27.461,0.366,0.0,0.0,0,1,0,0
3294,2023-05-05 07:30:00,0.12042,0.0,0.809,-0.624,-0.186,0.049,-4.814,0.186,27.186,0.366,0.0,0.0,0,1,0,0
3295,2023-05-05 07:45:00,0.12042,0.0,0.442,-0.91,0,0.0,-5.0,0.0,27.0,0.366,0.0,0.0,0.468,1,1,0.468
3296,2023-05-05 08:00:00,0.12042,-0.0,0.283,-1.357,0,0.0,-6.001,-1.001,24.999,0.255,0,0,1.074,1,1,1.074
3297,2023-05-05 08:15:00,0.12042,1.686,0.302,-1.988,0,0.0,-6.686,-1.686,1.628,0,1.686,0.0,0,0,0,0
3298,2023-05-05 08:30:00,0.12042,1.797,0.189,-1.987,0,0.0,-6.797,-1.797,1.406,0,1.797,0.0,0,0,0,0
3299,2023-05-05 08:45:00,0.12042,1.849,0.224,-2.073,0,0.0,-6.849,-1.849,1.302,0,1.849,0.0,0,0,0,0
3300,2023-05-05 09:00:00,0.12042,1.265,0.368,-1.633,0,0.0,-6.265,-1.265,2.47,0,1.265,0.0,0,0,0,0
3301,2023-05-05 09:15:00,0.12042,0.59,1.031,-1.62,0,0.0,-5.59,-0.59,3.82,0,0.59,0.0,0,0,0,0
3302,2023-05-05 09:30:00,0.12042,3.278,0.258,-3.536,0,0.0,-8.278,-3.278,-1.556,0,3.278,0.0,0,0,0,0
