datetime,PV_kW
2015-04-04 15:00:00,6.205471205064456
2015-04-04 15:15:00,4.842443378178952
2015-04-04 15:30:00,5.960106390430687
2015-04-04 15:45:00,5.517553294400115
2015-04-04 16:00:00,3.484327342713782
2015-04-04 16:15:00,3.6464048027408382
2015-04-04 16:30:00,2.8587841815479247
2015-04-04 16:45:00,2.0028701054293183
2015-04-04 17:00:00,1.1043089089833091
2015-04-04 17:15:00,0.4080685766391839
2015-04-04 17:30:00,0.2280047135727502
2015-04-04 17:45:00,0.0
2015-04-04 18:00:00,0.0
2015-04-04 18:15:00,0.0
2015-04-04 18:30:00,0.0
2015-04-04 18:45:00,0.0
2015-04-04 19:00:00,0.0
2015-04-04 19:15:00,0.0
2015-04-04 19:30:00,0.0
2015-04-04 19:45:00,0.0
2015-04-04 20:00:00,0.0
2015-04-04 20:15:00,0.0
2015-04-04 20:30:00,0.0
2015-04-04 20:45:00,0.0
2015-04-04 21:00:00,0.0
2015-04-04 21:15:00,0.0
2015-04-04 21:30:00,0.0
2015-04-04 21:45:00,0.0
2015-04-04 22:00:00,0.0
2015-04-04 22:15:00,0.0
2015-04-04 22:30:00,0.0
2015-04-04 22:45:00,0.0
2015-04-04 23:00:00,0.0
2015-04-04 23:15:00,0.0
2015-04-04 23:30:00,0.0
2015-04-04 23:45:00,0.0
2015-04-05 00:00:00,0.0
2015-04-05 00:15:00,0.0
2015-04-05 00:30:00,0.0
2015-04-05 00:45:00,0.0
2015-04-05 01:00:00,0.0
2015-04-05 01:15:00,0.0
2015-04-05 01:30:00,0.0
2015-04-05 01:45:00,0.0
2015-04-05 02:00:00,0.0
2015-04-05 02:15:00,0.0
2015-04-05 02:30:00,0.0
2015-04-05 02:45:00,0.0
2015-04-05 03:00:00,0.0
2015-04-05 03:15:00,0.0
2015-04-05 03:30:00,0.0
2015-04-05 03:45:00,0.0
2015-04-05 04:00:00,0.0
2015-04-05 04:15:00,0.0
2015-04-05 04:30:00,0.0
2015-04-05 04:45:00,0.0
2015-04-05 05:00:00,0.0
2015-04-05 05:15:00,0.0
2015-04-05 05:30:00,0.0
2015-04-05 05:45:00,0.0
2015-04-05 06:00:00,0.0
2015-04-05 06:15:00,0.0
2015-04-05 06:30:00,0.0
2015-04-05 06:45:00,0.0519878139306847
2015-04-05 07:00:00,0.2753552977727574
2015-04-05 07:15:00,0.3952682464275623
2015-04-05 07:30:00,0.7060740425487979
2015-04-05 07:45:00,1.0810453894845484
2015-04-05 08:00:00,1.4540567920163483
2015-04-05 08:15:00,1.8648023548853152
2015-04-05 08:30:00,1.555583600438722
2015-04-05 08:45:00,2.561921369349696
2015-04-05 09:00:00,1.316011658868692
2015-04-05 09:15:00,1.334962062837464
2015-04-05 09:30:00,1.3805449622748784
2015-04-05 09:45:00,1.2963237963176104
2015-04-05 10:00:00,1.7242690100149536
2015-04-05 10:15:00,7.898120500358097
2015-04-05 10:30:00,7.547007355281062
2015-04-05 10:45:00,7.12726020982038
2015-04-05 11:00:00,4.906668430275703
2015-04-05 11:15:00,6.229828358672946
2015-04-05 11:30:00,8.345424390870939
2015-04-05 11:45:00,8.759254730515789
2015-04-05 12:00:00,8.829227078035405
2015-04-05 12:15:00,6.483553323020384
2015-04-05 12:30:00,8.978920696269164
2015-04-05 12:45:00,7.587497653215636
2015-04-05 13:00:00,4.703813673178686
2015-04-05 13:15:00,4.174023050257816
2015-04-05 13:30:00,5.336647504610679
2015-04-05 13:45:00,6.453217285227691
2015-04-05 14:00:00,4.99686105817436
2015-04-05 14:15:00,5.401813918961174
2015-04-05 14:30:00,5.082531838056469
2015-04-05 14:45:00,7.2659098046955615
2015-04-05 15:00:00,4.719551647458327
2015-04-05 15:15:00,4.256780181255799
2015-04-05 15:30:00,5.338506397595122
2015-04-05 15:45:00,5.076950598781287
2015-04-05 16:00:00,4.415237461329832
2015-04-05 16:15:00,2.957525302128097
2015-04-05 16:30:00,1.823637998446856
2015-04-05 16:45:00,2.429424551929161
2015-04-05 17:00:00,1.2237923348068478
2015-04-05 17:15:00,0.4725596648768227
2015-04-05 17:30:00,0.2714522975081552
2015-04-05 17:45:00,0.0
2015-04-05 18:00:00,0.0
2015-04-05 18:15:00,0.0
2015-04-05 18:30:00,0.0
2015-04-05 18:45:00,0.0
2015-04-05 19:00:00,0.0
2015-04-05 19:15:00,0.0
2015-04-05 19:30:00,0.0
2015-04-05 19:45:00,0.0
2015-04-05 20:00:00,0.0
2015-04-05 20:15:00,0.0
2015-04-05 20:30:00,0.0
2015-04-05 20:45:00,0.0
2015-04-05 21:00:00,0.0
2015-04-05 21:15:00,0.0
2015-04-05 21:30:00,0.0
2015-04-05 21:45:00,0.0
2015-04-05 22:00:00,0.0
2015-04-05 22:15:00,0.0
2015-04-05 22:30:00,0.0
2015-04-05 22:45:00,0.0
2015-04-05 23:00:00,0.0
2015-04-05 23:15:00,0.0
2015-04-05 23:30:00,0.0
2015-04-05 23:45:00,0.0
2015-04-06 00:00:00,0.0
2015-04-06 00:15:00,0.0
2015-04-06 00:30:00,0.0
2015-04-06 00:45:00,0.0
2015-04-06 01:00:00,0.0
2015-04-06 01:15:00,0.0
2015-04-06 01:30:00,0.0
2015-04-06 01:45:00,0.0
2015-04-06 02:00:00,0.0
2015-04-06 02:15:00,0.0
2015-04-06 02:30:00,0.0
2015-04-06 02:45:00,0.0
2015-04-06 03:00:00,0.0
2015-04-06 03:15:00,0.0
2015-04-06 03:30:00,0.0
2015-04-06 03:45:00,0.0
2015-04-06 04:00:00,0.0
2015-04-06 04:15:00,0.0
2015-04-06 04:30:00,0.0
2015-04-06 04:45:00,0.0
2015-04-06 05:00:00,0.0
2015-04-06 05:15:00,0.0
2015-04-06 05:30:00,0.0
2015-04-06 05:45:00,0.0
2015-04-06 06:00:00,0.0
2015-04-06 06:15:00,0.0
2015-04-06 06:30:00,0.0708758662287481
2015-04-06 06:45:00,0.3580571350002338
2015-04-06 07:00:00,0.8781335688727341
2015-04-06 07:15:00,0.982936968559282
2015-04-06 07:30:00,1.8509975404295027
2015-04-06 07:45:00,0.894916114547344
2015-04-06 08:00:00,2.082013981259529
2015-04-06 08:15:00,3.539098946739767
2015-04-06 08:30:00,4.115052648385602
2015-04-06 08:45:00,4.68546059245069
2015-04-06 09:00:00,5.268377244161932
2015-04-06 09:15:00,5.764043370327639
2015-04-06 09:30:00,6.237277342706204
2015-04-06 09:45:00,6.587872088440559
2015-04-06 10:00:00,5.423004754642486
